id,transaction_id,line_number,product_id,quantity,unit_price,discount_percent,vat_rate,line_total
118,34,3,310,1.00,1.99,0.00,0.21,1.99
119,34,4,118,1.00,5.99,0.00,0.21,5.99
120,34,5,448,3.00,6.75,0.00,0.10,20.25
121,34,6,298,1.00,1.50,0.00,0.10,1.50
122,34,7,391,2.00,2.99,0.00,0.04,5.98
123,34,8,538,1.00,2.00,0.00,0.21,2.00
124,34,9,14,1.00,7.99,0.00,0.21,7.99
125,35,1,352,1.00,2.50,0.00,0.10,2.50
126,35,2,376,1.00,5.99,0.00,0.10,5.99
127,35,3,134,1.00,3.49,0.00,0.10,3.49
128,35,4,559,3.00,4.99,0.00,0.10,14.97
129,35,5,109,1.00,0.99,0.00,0.04,0.99
130,35,6,549,1.00,6.99,0.00,0.21,6.99
131,36,1,2,1.00,1.49,0.00,0.21,1.49
132,37,1,149,2.00,3.99,0.00,0.10,7.98
133,37,2,248,2.00,5.49,0.00,0.21,10.98
134,38,1,122,2.00,2.95,0.00,0.04,5.90
135,38,2,411,3.00,3.99,0.00,0.21,11.97
136,38,3,257,1.00,4.00,0.00,0.21,4.00
137,38,4,591,1.00,2.49,0.00,0.21,2.49
138,38,5,436,2.00,4.99,0.00,0.04,9.98
139,38,6,243,1.00,1.49,0.00,0.21,1.49
140,39,1,275,1.00,5.95,0.00,0.04,5.95
141,39,2,339,2.26,1.95,0.00,0.10,4.41
142,40,1,445,1.00,1.99,0.00,0.10,1.99
143,40,2,344,6.00,11.99,0.00,0.10,71.94
144,41,1,273,2.08,4.99,0.00,0.21,10.38
145,42,1,483,3.00,2.99,0.00,0.10,8.97
146,43,1,343,1.00,4.49,0.00,0.21,4.49
147,43,2,158,1.00,3.99,0.00,0.21,3.99
148,44,1,29,1.00,3.50,0.00,0.21,3.50
149,45,1,54,1.00,5.50,0.00,0.21,5.50
150,45,2,122,1.00,2.95,0.00,0.04,2.95
151,46,1,70,1.00,3.50,0.00,0.21,3.50
152,47,1,19,1.00,8.99,0.00,0.21,8.99
153,47,2,45,2.00,4.99,0.00,0.21,9.98
154,47,3,149,2.00,3.99,0.00,0.10,7.98
155,47,4,43,1.00,1.95,0.00,0.10,1.95
156,47,5,522,1.00,5.99,0.00,0.21,5.99
157,47,6,362,1.00,3.25,0.00,0.21,3.25
158,47,7,339,0.68,1.95,0.00,0.10,1.33
159,48,1,532,2.00,2.95,0.00,0.21,5.90
160,48,2,149,2.00,3.99,0.00,0.10,7.98
161,49,1,138,1.00,1.75,0.00,0.10,1.75
162,50,1,248,2.00,5.49,0.00,0.21,10.98
163,50,2,506,3.00,2.99,0.00,0.21,8.97
164,51,1,42,1.00,14.99,0.00,0.21,14.99
165,51,2,518,4.00,2.95,0.00,0.04,11.80
166,51,3,102,1.00,3.00,0.00,0.04,3.00
167,51,4,49,4.00,3.99,0.00,0.21,15.96
168,52,1,347,1.47,5.99,0.00,0.04,8.81
169,52,2,226,3.00,1.99,0.00,0.10,5.97
170,52,3,381,0.31,4.00,0.00,0.04,1.24
171,52,4,598,1.00,23.99,0.00,0.21,23.99
172,52,5,280,2.00,1.75,0.00,0.10,3.50
173,52,6,67,2.00,5.99,0.00,0.21,11.98
174,52,7,379,1.00,2.95,0.00,0.10,2.95
175,53,1,24,1.00,7.50,0.00,0.21,7.50
176,53,2,355,2.00,3.75,0.00,0.10,7.50
177,53,3,357,1.00,1.95,0.00,0.10,1.95
178,54,1,559,1.00,4.99,0.00,0.10,4.99
179,54,2,232,1.00,2.50,0.00,0.21,2.50
180,55,1,8,1.00,2.99,0.00,0.04,2.99
181,55,2,289,1.00,3.99,0.00,0.10,3.99
182,55,3,49,1.00,3.99,0.00,0.21,3.99
183,56,1,515,1.00,2.99,0.00,0.04,2.99
184,56,2,532,1.00,2.95,0.00,0.21,2.95
185,56,3,123,1.00,2.50,0.00,0.10,2.50
186,56,4,191,4.00,3.50,0.00,0.21,14.00
187,56,5,277,1.00,4.99,0.00,0.10,4.99
188,56,6,21,1.00,2.49,0.00,0.21,2.49
189,56,7,119,1.00,6.99,0.00,0.21,6.99
190,56,8,157,3.00,5.49,0.00,0.21,16.47
191,56,9,275,1.00,5.95,0.00,0.04,5.95
192,56,10,23,2.00,13.99,0.00,0.04,27.98
193,56,11,272,2.00,2.95,0.00,0.21,5.90
194,56,12,208,1.00,22.99,0.00,0.21,22.99
195,57,1,350,1.00,1.99,0.00,0.10,1.99
196,57,2,60,3.00,1.99,0.00,0.21,5.97
197,58,1,95,1.00,1.99,0.00,0.10,1.99
198,59,1,20,1.31,1.99,0.00,0.04,2.61
199,59,2,427,2.00,6.95,0.00,0.21,13.90
200,59,3,64,1.00,4.99,0.00,0.21,4.99
201,59,4,177,1.00,3.95,0.00,0.21,3.95
202,60,1,424,1.00,1.95,0.00,0.10,1.95
203,60,2,23,4.00,13.99,0.00,0.04,55.96
204,61,1,225,2.06,1.95,0.00,0.04,4.02
205,61,2,15,3.00,7.75,0.00,0.21,23.25
206,62,1,61,4.00,4.99,0.00,0.04,19.96
207,62,2,187,1.00,2.99,0.00,0.10,2.99
208,63,1,569,1.00,2.95,0.00,0.21,2.95
209,64,1,563,1.00,7.95,0.00,0.21,7.95
210,65,1,378,1.00,0.99,0.00,0.21,0.99
211,65,2,375,1.03,11.99,0.00,0.04,12.35
212,65,3,600,2.00,2.00,0.00,0.21,4.00
213,65,4,577,1.00,2.50,0.00,0.21,2.50
214,65,5,83,1.00,4.99,0.00,0.21,4.99
215,65,6,520,4.00,2.99,0.00,0.10,11.96
216,65,7,35,1.00,3.99,0.00,0.21,3.99
217,65,8,70,2.00,3.50,0.00,0.21,7.00
218,65,9,491,4.00,5.99,0.00,0.10,23.96
219,65,10,399,1.00,1.99,0.00,0.10,1.99
220,65,11,522,3.00,5.99,0.00,0.21,17.97
221,66,1,240,2.00,1.95,0.00,0.10,3.90
222,66,2,221,0.57,5.95,0.00,0.04,3.39
223,67,1,160,0.71,0.50,0.00,0.10,0.36
224,67,2,292,4.00,3.49,0.00,0.21,13.96
225,68,1,103,1.00,2.99,0.00,0.21,2.99
226,68,2,139,1.00,2.99,0.00,0.04,2.99
227,68,3,36,1.00,2.95,0.00,0.10,2.95
228,68,4,279,1.00,7.99,0.00,0.21,7.99
229,68,5,464,1.00,2.50,0.00,0.21,2.50
230,69,1,416,1.00,2.99,0.00,0.21,2.99
231,69,2,70,1.00,3.50,0.00,0.21,3.50
232,69,3,508,1.00,10.99,0.00,0.21,10.99
233,69,4,568,1.00,2.99,0.00,0.04,2.99
234,69,5,537,1.00,5.95,0.00,0.21,5.95
235,70,1,409,2.00,3.99,0.00,0.21,7.98
236,71,1,117,1.00,2.99,0.00,0.21,2.99
237,72,1,396,1.00,0.99,0.00,0.21,0.99
238,73,1,87,1.00,2.99,0.00,0.10,2.99
239,73,2,561,1.35,4.00,0.00,0.21,5.40
240,74,1,190,1.00,3.95,0.00,0.21,3.95
241,75,1,99,2.00,15.75,0.00,0.21,31.50
242,76,1,84,1.92,11.95,0.00,0.04,22.94
243,77,1,264,1.00,1.99,0.00,0.10,1.99
244,78,1,233,2.00,5.99,0.00,0.21,11.98
245,78,2,36,1.00,2.95,0.00,0.10,2.95
246,78,3,303,1.29,2.25,0.00,0.10,2.90
247,78,4,411,3.00,3.99,0.00,0.21,11.97
248,79,1,464,1.00,2.50,0.00,0.21,2.50
249,79,2,593,2.00,4.25,0.00,0.21,8.50
250,79,3,100,1.00,3.00,0.00,0.21,3.00
251,79,4,266,1.00,11.49,0.00,0.10,11.49
252,80,1,49,1.00,3.99,0.00,0.21,3.99
253,80,2,360,1.00,2.49,0.00,0.21,2.49
254,81,1,75,1.00,2.49,0.00,0.21,2.49
255,81,2,399,2.00,1.99,0.00,0.10,3.98
256,82,1,97,1.00,4.95,0.00,0.21,4.95
257,83,1,213,1.00,2.99,0.00,0.21,2.99
258,83,2,508,2.00,10.99,0.00,0.21,21.98
259,83,3,442,1.67,3.00,0.00,0.21,5.01
260,84,1,498,1.00,2.99,0.00,0.21,2.99
261,84,2,557,2.00,4.99,0.00,0.10,9.98
262,84,3,299,1.00,5.99,0.00,0.04,5.99
263,84,4,298,1.00,1.50,0.00,0.10,1.50
264,85,1,329,2.00,3.99,0.00,0.10,7.98
265,86,1,111,2.00,6.99,0.00,0.10,13.98
266,86,2,104,1.00,2.99,0.00,0.04,2.99
267,86,3,405,2.00,4.75,0.00,0.21,9.50
268,86,4,346,1.00,6.99,0.00,0.21,6.99
269,86,5,399,1.00,1.99,0.00,0.10,1.99
270,86,6,131,1.00,10.99,0.00,0.21,10.99
271,86,7,371,3.00,5.75,0.00,0.04,17.25
272,86,8,148,1.00,3.00,0.00,0.10,3.00
273,86,9,411,2.00,3.99,0.00,0.21,7.98
274,86,10,283,1.00,1.95,0.00,0.10,1.95
275,86,11,312,1.00,10.99,0.00,0.04,10.99
276,86,12,80,4.00,2.95,0.00,0.10,11.80
277,86,13,424,1.00,1.95,0.00,0.10,1.95
278,87,1,299,1.00,5.99,0.00,0.04,5.99
279,88,1,307,2.00,5.25,0.00,0.10,10.50
280,88,2,234,2.00,4.00,0.00,0.10,8.00
281,88,3,28,1.00,6.99,0.00,0.21,6.99
282,88,4,359,1.00,3.99,0.00,0.04,3.99
283,88,5,15,1.00,7.75,0.00,0.21,7.75
284,88,6,461,2.00,1.95,0.00,0.10,3.90
285,88,7,56,1.00,1.95,0.00,0.10,1.95
286,88,8,312,1.00,10.99,0.00,0.04,10.99
287,88,9,217,1.00,4.99,0.00,0.21,4.99
288,88,10,22,2.00,8.49,0.00,0.21,16.98
289,88,11,486,2.00,1.75,0.00,0.04,3.50
290,88,12,96,2.00,1.99,0.00,0.21,3.98
291,88,13,347,0.40,5.99,0.00,0.04,2.40
292,89,1,571,1.00,11.99,0.00,0.21,11.99
293,89,2,12,1.00,1.50,0.00,0.10,1.50
294,90,1,595,2.00,2.49,0.00,0.10,4.98
295,90,2,53,1.00,2.99,0.00,0.10,2.99
296,90,3,272,1.00,2.95,0.00,0.21,2.95
297,91,1,153,2.00,2.99,0.00,0.10,5.98
298,92,1,26,2.00,1.99,0.00,0.21,3.98
299,92,2,305,1.00,3.99,0.00,0.10,3.99
300,92,3,515,2.00,2.99,0.00,0.04,5.98
301,93,1,479,1.00,3.75,0.00,0.10,3.75
302,94,1,37,1.00,5.99,0.00,0.21,5.99
303,95,1,48,2.00,1.95,0.00,0.21,3.90
304,96,1,556,2.00,2.95,0.00,0.10,5.90
305,97,1,113,2.00,2.99,0.00,0.04,5.98
306,97,2,149,1.00,3.99,0.00,0.10,3.99
307,97,3,274,1.00,7.99,0.00,0.21,7.99
308,97,4,78,1.00,9.99,0.00,0.21,9.99
309,97,5,82,1.00,5.95,0.00,0.21,5.95
310,97,6,178,1.00,5.99,0.00,0.10,5.99
311,97,7,517,0.57,3.99,0.00,0.21,2.27
312,97,8,380,1.00,3.99,0.00,0.21,3.99
313,98,1,45,4.00,4.99,0.00,0.21,19.96
314,98,2,90,2.00,6.49,0.00,0.21,12.98
315,99,1,344,2.00,11.99,0.00,0.10,23.98
316,99,2,62,1.00,5.99,0.00,0.21,5.99
317,99,3,110,2.00,1.99,0.00,0.21,3.98
318,100,1,439,1.00,3.75,0.00,0.21,3.75
319,101,1,448,1.00,6.75,0.00,0.10,6.75
320,101,2,95,2.00,1.99,0.00,0.10,3.98
321,102,1,130,1.00,4.95,0.00,0.21,4.95
322,102,2,492,1.00,3.00,0.00,0.21,3.00
323,102,3,52,1.00,2.95,0.00,0.04,2.95
324,103,1,73,2.33,0.99,0.00,0.10,2.31
325,103,2,397,1.00,3.99,0.00,0.21,3.99
326,104,1,366,1.00,4.75,0.00,0.04,4.75
327,104,2,360,1.00,2.49,0.00,0.21,2.49
328,105,1,12,1.00,1.50,0.00,0.10,1.50
329,106,1,407,1.00,4.95,0.00,0.21,4.95
330,106,2,551,1.00,3.50,0.00,0.21,3.50
331,107,1,89,1.00,2.99,0.00,0.21,2.99
332,107,2,30,1.00,1.49,0.00,0.21,1.49
333,107,3,559,2.00,4.99,0.00,0.10,9.98
334,107,4,1,1.00,12.99,0.00,0.21,12.99
335,107,5,370,1.00,2.95,0.00,0.10,2.95
336,107,6,588,1.00,5.25,0.00,0.21,5.25
337,107,7,443,2.00,0.99,0.00,0.10,1.98
338,107,8,256,1.00,21.50,0.00,0.21,21.50
339,107,9,101,1.00,2.99,0.00,0.04,2.99
340,107,10,191,1.00,3.50,0.00,0.21,3.50
341,107,11,110,2.00,1.99,0.00,0.21,3.98
342,107,12,556,1.00,2.95,0.00,0.10,2.95
343,107,13,531,1.78,1.99,25.00,0.10,2.66
344,107,14,366,2.00,4.75,0.00,0.04,9.50
345,107,15,471,2.00,1.99,0.00,0.04,3.98
346,108,1,45,1.00,4.99,0.00,0.21,4.99
347,108,2,152,1.00,2.49,0.00,0.10,2.49
348,108,3,424,1.00,1.95,0.00,0.10,1.95
349,108,4,252,1.00,3.50,0.00,0.10,3.50
350,109,1,594,0.78,10.99,0.00,0.04,8.57
351,109,2,343,1.00,4.49,0.00,0.21,4.49
352,109,3,217,1.00,4.99,0.00,0.21,4.99
353,110,1,565,1.00,22.99,0.00,0.21,22.99
354,110,2,497,1.00,1.99,0.00,0.10,1.99
355,110,3,516,2.08,1.99,0.00,0.04,4.14
356,110,4,47,1.00,5.99,0.00,0.10,5.99
357,111,1,545,1.00,5.95,0.00,0.21,5.95
358,111,2,114,1.00,5.95,0.00,0.04,5.95
359,111,3,319,2.00,2.50,0.00,0.10,5.00
360,111,4,519,3.00,2.95,0.00,0.10,8.85
361,112,1,246,2.00,4.50,0.00,0.10,9.00
362,112,2,560,2.00,7.95,0.00,0.21,15.90
363,113,1,273,0.41,4.99,0.00,0.21,2.05
364,113,2,500,2.00,1.95,0.00,0.10,3.90
365,113,3,391,1.00,2.99,0.00,0.04,2.99
366,114,1,414,1.00,4.00,0.00,0.10,4.00
367,115,1,152,1.00,2.49,0.00,0.10,2.49
368,115,2,365,1.00,17.99,0.00,0.21,17.99
369,115,3,501,2.00,0.99,0.00,0.04,1.98
370,115,4,229,1.00,2.75,0.00,0.10,2.75
371,115,5,55,1.00,5.49,0.00,0.04,5.49
372,115,6,25,1.00,2.49,0.00,0.21,2.49
373,115,7,552,1.00,2.50,0.00,0.04,2.50
374,115,8,340,1.00,11.00,0.00,0.10,11.00
375,116,1,315,1.00,1.99,0.00,0.10,1.99
376,116,2,19,2.00,8.99,0.00,0.21,17.98
377,116,3,266,1.00,11.49,0.00,0.10,11.49
378,117,1,26,1.00,1.99,0.00,0.21,1.99
379,117,2,529,1.00,5.49,0.00,0.10,5.49
380,118,1,151,1.00,1.95,0.00,0.04,1.95
381,118,2,457,1.00,10.99,0.00,0.10,10.99
382,118,3,196,1.00,4.95,0.00,0.04,4.95
383,118,4,113,1.00,2.99,0.00,0.04,2.99
384,118,5,353,1.00,1.99,0.00,0.10,1.99
385,118,6,340,1.00,11.00,0.00,0.10,11.00
386,118,7,287,0.98,1.99,0.00,0.10,1.95
387,118,8,339,0.90,1.95,0.00,0.10,1.76
388,118,9,365,1.00,17.99,0.00,0.21,17.99
389,118,10,419,1.00,8.99,0.00,0.21,8.99
390,118,11,389,2.24,11.95,0.00,0.04,26.77
391,119,1,308,4.00,9.99,0.00,0.21,39.96
392,119,2,504,1.00,2.49,0.00,0.10,2.49
393,119,3,337,2.00,2.99,0.00,0.10,5.98
394,119,4,7,2.00,2.50,0.00,0.21,5.00
395,119,5,62,2.00,5.99,0.00,0.21,11.98
396,119,6,235,4.00,2.49,0.00,0.04,9.96
397,120,1,350,1.00,1.99,0.00,0.10,1.99
398,120,2,504,2.00,2.49,0.00,0.10,4.98
399,120,3,468,0.68,7.95,0.00,0.04,5.41
400,120,4,13,2.00,4.75,0.00,0.21,9.50
401,121,1,473,1.00,1.25,0.00,0.10,1.25
402,121,2,570,1.00,1.99,0.00,0.10,1.99
403,121,3,47,6.00,5.99,0.00,0.10,35.94
404,121,4,50,2.00,2.25,0.00,0.21,4.50
405,121,5,512,1.00,2.49,0.00,0.04,2.49
406,121,6,430,1.00,4.50,0.00,0.21,4.50
407,122,1,211,0.76,3.00,0.00,0.21,2.28
408,122,2,520,1.00,2.99,0.00,0.10,2.99
409,123,1,35,2.00,3.99,0.00,0.21,7.98
410,124,1,539,2.00,4.50,0.00,0.21,9.00
411,124,2,541,1.00,5.95,0.00,0.21,5.95
412,125,1,364,1.00,5.00,0.00,0.04,5.00
413,126,1,40,1.00,3.99,0.00,0.21,3.99
414,126,2,262,3.00,12.99,0.00,0.04,38.97
415,126,3,485,1.00,2.99,0.00,0.04,2.99
416,126,4,245,1.00,3.95,0.00,0.21,3.95
417,127,1,108,1.00,3.95,0.00,0.21,3.95
418,128,1,514,2.09,1.99,0.00,0.04,4.16
419,128,2,11,2.00,4.95,0.00,0.21,9.90
420,129,1,93,1.96,13.99,0.00,0.04,27.42
421,130,1,186,1.00,4.25,0.00,0.21,4.25
422,131,1,98,4.00,1.49,0.00,0.21,5.96
423,131,2,209,1.00,6.75,0.00,0.21,6.75
424,132,1,410,1.00,2.99,0.00,0.21,2.99
425,132,2,51,3.00,3.99,0.00,0.21,11.97
426,132,3,599,4.00,8.00,0.00,0.10,32.00
427,133,1,131,1.00,10.99,0.00,0.21,10.99
428,134,1,126,0.16,2.50,0.00,0.21,0.40
429,135,1,22,1.00,8.49,0.00,0.21,8.49
430,136,1,127,4.00,6.99,0.00,0.10,27.96
431,137,1,495,1.00,14.95,0.00,0.21,14.95
432,137,2,58,1.00,2.99,0.00,0.21,2.99
433,137,3,389,0.51,11.95,0.00,0.04,6.09
434,137,4,105,1.00,6.99,0.00,0.21,6.99
435,138,1,161,1.00,1.99,0.00,0.21,1.99
436,138,2,562,3.00,3.95,0.00,0.21,11.85
437,138,3,544,1.00,3.99,0.00,0.21,3.99
438,139,1,138,1.00,1.75,0.00,0.10,1.75
439,140,1,583,4.00,2.99,0.00,0.21,11.96
440,140,2,251,1.00,3.95,0.00,0.21,3.95
441,141,1,452,1.00,7.95,0.00,0.10,7.95
442,141,2,276,3.00,4.50,0.00,0.04,13.50
443,142,1,233,1.00,5.99,0.00,0.21,5.99
444,143,1,122,1.00,2.95,0.00,0.04,2.95
445,143,2,241,1.00,5.95,0.00,0.21,5.95
446,143,3,23,3.00,13.99,0.00,0.04,41.97
447,143,4,174,3.00,4.49,0.00,0.21,13.47
448,144,1,155,1.00,2.99,0.00,0.21,2.99
449,145,1,307,2.00,5.25,0.00,0.10,10.50
450,145,2,329,1.00,3.99,0.00,0.10,3.99
451,145,3,241,1.00,5.95,0.00,0.21,5.95
452,145,4,236,2.00,2.99,0.00,0.21,5.98
453,146,1,13,2.00,4.75,0.00,0.21,9.50
454,146,2,209,1.00,6.75,0.00,0.21,6.75
455,146,3,583,1.00,2.99,0.00,0.21,2.99
456,146,4,329,1.00,3.99,0.00,0.10,3.99
457,147,1,236,1.00,2.99,0.00,0.21,2.99
458,148,1,288,1.00,2.00,0.00,0.21,2.00
459,148,2,101,1.00,2.99,0.00,0.04,2.99
460,148,3,2,1.00,1.49,0.00,0.21,1.49
461,148,4,596,2.00,5.95,0.00,0.21,11.90
462,149,1,427,1.00,6.95,0.00,0.21,6.95
463,150,1,241,4.00,5.95,0.00,0.21,23.80
464,150,2,319,2.00,2.50,0.00,0.10,5.00
465,150,3,16,1.00,2.99,0.00,0.21,2.99
466,151,1,524,0.21,2.99,0.00,0.21,0.63
467,151,2,329,1.00,3.99,0.00,0.10,3.99
468,152,1,234,1.00,4.00,0.00,0.10,4.00
469,152,2,310,1.00,1.99,0.00,0.21,1.99
470,153,1,24,1.00,7.50,0.00,0.21,7.50
471,153,2,26,2.00,1.99,0.00,0.21,3.98
472,153,3,424,1.00,1.95,0.00,0.10,1.95
473,153,4,12,1.00,1.50,0.00,0.10,1.50
474,154,1,356,3.00,12.25,0.00,0.21,36.75
475,154,2,432,0.83,10.75,0.00,0.04,8.92
476,154,3,157,3.00,5.49,0.00,0.21,16.47
477,154,4,590,1.00,11.49,0.00,0.10,11.49
478,154,5,437,2.00,4.50,0.00,0.21,9.00
479,155,1,561,0.71,4.00,0.00,0.21,2.84
480,155,2,541,4.00,5.95,0.00,0.21,23.80
481,155,3,229,1.00,2.75,0.00,0.10,2.75
482,155,4,207,1.00,1.49,0.00,0.21,1.49
483,155,5,494,2.00,10.25,0.00,0.21,20.50
484,156,1,232,3.00,2.50,0.00,0.21,7.50
485,156,2,99,1.00,15.75,0.00,0.21,15.75
486,156,3,472,6.00,0.99,0.00,0.10,5.94
487,156,4,371,2.00,5.75,0.00,0.04,11.50
488,157,1,365,1.00,17.99,0.00,0.21,17.99
489,157,2,269,1.00,6.99,0.00,0.10,6.99
490,157,3,264,3.00,1.99,0.00,0.10,5.97
491,158,1,384,1.00,4.99,0.00,0.21,4.99
492,158,2,127,2.00,6.99,0.00,0.10,13.98
493,158,3,201,4.00,2.99,0.00,0.04,11.96
494,158,4,331,2.00,1.99,0.00,0.04,3.98
495,158,5,424,4.00,1.95,0.00,0.10,7.80
496,158,6,249,1.00,3.99,0.00,0.21,3.99
497,158,7,581,1.00,7.99,0.00,0.10,7.99
