id,store_id,product_id,quantity_on_hand,reorder_level,last_restocked_at
65,1,271,60,30,2025-06-30
66,1,276,19,20,2025-06-27
67,1,278,61,25,2025-05-21
68,1,281,21,20,2025-05-28
69,1,282,17,8,2025-05-16
70,1,286,28,25,2025-06-08
71,1,293,38,25,2025-06-30
72,1,297,35,10,2025-05-23
73,1,299,32,25,2025-06-28
74,1,315,47,20,2025-06-19
75,1,317,0,15,2025-05-22
76,1,319,26,12,2025-06-08
77,1,323,34,10,2025-05-22
78,1,324,28,10,2025-06-30
79,1,326,25,15,2025-06-12
80,1,337,25,10,2025-06-23
81,1,343,45,25,2025-06-24
82,1,344,13,8,2025-05-21
83,1,346,17,8,2025-06-07
84,1,352,65,15,2025-06-08
85,1,362,47,20,2025-06-18
86,1,363,53,20,2025-06-12
87,1,372,25,15,2025-06-15
88,1,376,40,25,2025-06-01
89,1,377,29,10,2025-06-16
90,1,381,16,10,2025-06-27
91,1,383,53,20,2025-05-24
92,1,386,131,30,2025-05-28
93,1,395,31,15,2025-06-12
94,1,403,23,8,2025-06-03
95,1,409,57,25,2025-06-18
96,1,415,11,15,2025-05-30
97,1,419,95,30,2025-06-12
98,1,423,51,30,2025-06-13
99,1,424,41,25,2025-06-28
100,1,425,47,20,2025-05-16
101,1,431,64,25,2025-05-28
102,1,438,19,10,2025-06-24
103,1,453,89,25,2025-06-07
104,1,485,28,8,2025-06-28
105,1,490,26,12,2025-06-12
106,1,491,51,30,2025-06-14
107,1,495,51,30,2025-05-27
108,1,507,75,20,2025-06-26
109,1,513,17,8,2025-06-27
110,1,516,28,12,2025-06-28
111,1,524,47,25,2025-06-14
112,1,529,37,20,2025-06-21
113,1,533,66,25,2025-06-13
114,1,541,34,25,2025-05-21
115,1,547,78,30,2025-06-27
116,1,552,30,10,2025-06-29
117,1,559,13,10,2025-06-02
118,1,567,20,12,2025-06-03
119,1,570,15,8,2025-06-24
120,1,571,45,15,2025-05-28
121,1,573,26,10,2025-05-30
122,1,579,80,30,2025-05-19
123,1,584,37,15,2025-05-31
124,1,593,14,12,2025-05-28
125,1,597,11,8,2025-06-02
126,2,2,0,30,2025-06-01
127,2,4,92,30,2025-06-07
128,2,6,24,8,2025-05-19
129,2,8,29,10,2025-06-28
130,2,23,98,30,2025-06-30
131,2,24,74,25,2025-06-13
132,2,26,25,10,2025-05-28
133,2,31,80,30,2025-06-27
134,2,37,36,12,2025-06-06
135,2,45,36,15,2025-06-01
136,2,53,22,12,2025-06-22
137,2,55,90,20,2025-06-27
138,2,57,15,12,2025-06-23
139,2,64,22,8,2025-05-26
140,2,67,79,25,2025-05-22
141,2,74,22,10,2025-05-25
142,2,76,60,25,2025-06-27
143,2,77,11,10,2025-06-01
144,2,79,90,30,2025-06-14
145,2,81,22,20,2025-06-29
146,2,98,47,20,2025-06-05
147,2,100,81,30,2025-05-20
148,2,101,36,10,2025-06-30
149,2,105,91,30,2025-06-06
150,2,110,85,30,2025-06-08
151,2,111,56,30,2025-06-21
152,2,120,16,8,2025-06-09
153,2,124,22,12,2025-06-29
154,2,140,46,20,2025-06-16
155,2,146,27,10,2025-05-30
156,2,148,73,25,2025-05-29
157,2,150,78,20,2025-06-25
158,2,153,50,20,2025-06-29
159,2,161,24,10,2025-05-19
160,2,164,81,30,2025-05-22
161,2,168,13,8,2025-06-04
162,2,171,59,15,2025-05-25
163,2,177,53,25,2025-06-12
164,2,179,16,10,2025-06-27
165,2,183,21,10,2025-06-30
166,2,184,40,15,2025-06-13
167,2,192,30,10,2025-06-28
168,2,201,108,30,2025-06-30
169,2,207,47,20,2025-05-16
170,2,210,34,15,2025-05-16
171,2,215,16,12,2025-05-19
172,2,217,23,8,2025-05-17
173,2,218,53,20,2025-06-30
174,2,227,17,10,2025-05-26
175,2,229,18,8,2025-05-19
176,2,239,28,12,2025-06-19
177,2,248,15,15,2025-06-09
178,2,250,77,30,2025-06-10
179,2,255,22,10,2025-06-05
180,2,256,40,12,2025-06-14
181,2,257,23,10,2025-06-01
182,2,262,30,8,2025-06-30
183,2,263,20,10,2025-06-29
184,2,266,47,30,2025-06-14
185,2,268,0,8,2025-06-29
186,2,274,37,25,2025-05-16
187,2,278,33,20,2025-05-18
188,2,286,0,30,2025-05-17
189,2,287,94,30,2025-06-17
190,2,291,28,12,2025-06-18
191,2,292,16,12,2025-06-15
192,2,294,20,10,2025-06-27
193,2,299,54,25,2025-06-28
194,2,300,21,10,2025-06-24
195,2,301,91,25,2025-06-07
196,2,311,24,8,2025-06-16
197,2,315,26,12,2025-06-14
198,2,322,61,20,2025-05-17
199,2,327,13,8,2025-06-16
200,2,333,31,20,2025-06-25
201,2,336,61,30,2025-06-21
202,2,356,19,8,2025-06-02
203,2,371,57,25,2025-06-28
204,2,374,66,20,2025-06-30
205,2,375,48,30,2025-06-28
206,2,379,37,12,2025-06-27
207,2,385,96,30,2025-06-07
208,2,387,88,30,2025-05-17
209,2,394,21,8,2025-06-16
210,2,413,40,15,2025-06-22
211,2,417,65,25,2025-06-21
212,2,420,61,20,2025-06-27
213,2,421,0,15,2025-06-30
214,2,422,54,20,2025-06-03
215,2,428,27,12,2025-05-28
216,2,434,97,25,2025-06-27
217,2,438,41,15,2025-06-09
218,2,442,48,25,2025-06-09
219,2,450,28,8,2025-05-25
220,2,455,59,25,2025-06-17
221,2,456,71,25,2025-06-30
222,2,457,28,15,2025-06-09
223,2,462,77,20,2025-06-25
224,2,464,22,10,2025-06-14
225,2,466,22,20,2025-06-12
226,2,470,15,8,2025-06-01
227,2,471,38,15,2025-06-30
228,2,473,25,12,2025-05-24
229,2,474,100,30,2025-06-22
230,2,481,23,20,2025-06-29
231,2,487,19,8,2025-06-27
232,2,498,8,10,2025-06-15
233,2,499,11,10,2025-06-23
234,2,500,38,12,2025-05-26
235,2,502,24,10,2025-06-22
236,2,504,46,15,2025-06-11
237,2,505,51,30,2025-06-13
238,2,515,26,15,2025-06-29
239,2,516,99,25,2025-06-27
240,2,518,14,8,2025-06-30
241,2,520,40,15,2025-05-24
242,2,535,15,25,2025-05-28
243,2,538,22,8,2025-05-23
244,2,543,36,20,2025-05-27
245,2,552,21,8,2025-06-30
246,2,554,20,20,2025-05-20
247,2,566,49,20,2025-06-27
248,2,567,17,12,2025-06-15
249,2,569,15,10,2025-06-24
250,2,571,28,10,2025-06-14
251,2,575,25,10,2025-06-05
252,2,582,29,12,2025-05-18
253,2,584,19,8,2025-06-02
254,2,587,49,25,2025-06-24
255,2,590,88,30,2025-06-09
256,2,595,37,12,2025-06-26
257,2,596,19,12,2025-05-21
258,3,1,52,30,2025-05-16
259,3,2,47,25,2025-05-17
260,3,3,14,10,2025-05-21
261,3,4,44,25,2025-06-15
262,3,5,101,30,2025-06-20
263,3,6,63,25,2025-06-06
264,3,7,81,30,2025-06-03
265,3,8,16,12,2025-06-30
266,3,9,20,25,2025-06-07
267,3,10,33,20,2025-05-29
268,3,11,54,30,2025-06-29
269,3,12,15,8,2025-06-29
270,3,13,0,15,2025-05-31
271,3,14,80,30,2025-06-03
272,3,15,72,25,2025-06-13
273,3,16,27,12,2025-06-01
274,3,19,54,20,2025-06-28
275,3,20,12,8,2025-06-30
276,3,21,32,8,2025-05-19
277,3,22,37,15,2025-05-29
278,3,23,61,20,2025-06-27
279,3,24,44,25,2025-05-17
280,3,25,25,20,2025-06-19
281,3,27,48,25,2025-06-27
282,3,28,21,8,2025-06-25
283,3,29,67,25,2025-06-03
284,3,30,78,20,2025-06-25
285,3,31,54,30,2025-06-27
286,3,32,0,8,2025-06-12
287,3,33,20,8,2025-05-24
288,3,34,46,15,2025-05-29
289,3,35,42,15,2025-05-25
290,3,36,16,10,2025-05-21
291,3,37,22,30,2025-05-18
292,3,38,24,15,2025-05-20
293,3,39,34,30,2025-06-02
294,3,40,11,20,2025-06-18
295,3,41,19,8,2025-06-17
296,3,42,42,25,2025-06-26
297,3,43,18,8,2025-06-05
298,3,44,34,15,2025-05-29
299,3,45,12,8,2025-05-16
300,3,46,24,10,2025-06-29
301,3,48,52,20,2025-06-25
302,3,49,76,30,2025-05-26
303,3,51,14,8,2025-05-23
304,3,52,61,30,2025-06-30
305,3,53,6,15,2025-06-17
306,3,54,122,30,2025-05-23
307,3,55,0,30,2025-06-30
308,3,56,32,15,2025-06-03
309,3,57,22,8,2025-06-13
310,3,58,21,15,2025-06-18
311,3,59,60,20,2025-06-24
312,3,61,28,10,2025-06-29
313,3,62,17,8,2025-06-17
314,3,63,98,30,2025-06-16
315,3,64,28,15,2025-06-03
316,3,65,30,10,2025-06-30
317,3,66,48,20,2025-06-25
318,3,67,35,12,2025-06-18
319,3,68,74,25,2025-05-30
320,3,69,13,8,2025-05-23
321,3,70,83,30,2025-06-15
322,3,71,60,20,2025-05-26
323,3,72,39,30,2025-05-17
324,3,73,0,30,2025-06-23
325,3,74,58,20,2025-06-09
326,3,75,20,12,2025-06-16
327,3,76,31,12,2025-06-28
328,3,77,0,8,2025-05-18
329,3,78,59,20,2025-06-22
330,3,79,32,8,2025-06-11
331,3,80,48,20,2025-05-20
332,3,81,44,20,2025-06-28
333,3,82,11,10,2025-06-10
334,3,83,26,8,2025-05-28
335,3,84,12,8,2025-06-29
336,3,85,50,30,2025-05-28
337,3,86,25,12,2025-06-06
338,3,87,15,10,2025-05-24
339,3,88,81,30,2025-05-24
340,3,89,36,20,2025-06-09
341,3,90,21,12,2025-05-22
342,3,91,7,8,2025-06-09
343,3,92,28,10,2025-05-25
344,3,93,35,20,2025-06-28
345,3,94,38,20,2025-05-31
346,3,95,20,10,2025-05-22
347,3,96,103,30,2025-05-29
348,3,97,18,12,2025-05-26
349,3,98,15,12,2025-05-24
350,3,99,57,30,2025-05-22
351,3,100,13,8,2025-06-04
352,3,101,36,15,2025-06-29
353,3,102,0,30,2025-06-29
354,3,103,48,20,2025-05-19
355,3,104,16,10,2025-06-27
356,3,105,29,15,2025-05-19
357,3,106,19,12,2025-05-27
358,3,107,19,8,2025-06-06
359,3,108,106,30,2025-05-21
360,3,109,46,15,2025-06-30
361,3,110,30,12,2025-06-10
362,3,111,0,10,2025-06-15
363,3,112,36,15,2025-06-20
364,3,113,15,8,2025-06-29
365,3,114,26,8,2025-06-27
366,3,115,18,12,2025-05-16
367,3,116,58,30,2025-06-30
368,3,117,32,12,2025-06-11
369,3,118,85,25,2025-06-14
370,3,119,0,30,2025-06-25
371,3,120,75,30,2025-05-31
372,3,121,27,25,2025-06-27
373,3,122,15,12,2025-06-28
374,3,123,40,8,2025-06-02
375,3,124,50,20,2025-06-29
376,3,125,21,8,2025-06-15
377,3,126,65,30,2025-05-28
378,3,127,14,8,2025-05-21
379,3,128,61,15,2025-05-20
380,3,129,32,10,2025-05-19
381,3,131,19,10,2025-06-28
382,3,133,14,20,2025-06-23
383,3,134,61,30,2025-06-17
384,3,135,74,30,2025-05-17
385,3,136,18,10,2025-06-05
386,3,137,33,15,2025-06-17
387,3,138,65,20,2025-05-24
388,3,139,53,15,2025-06-30
389,3,140,19,8,2025-05-20
390,3,142,52,15,2025-06-30
391,3,143,43,20,2025-06-27
392,3,144,50,15,2025-06-19
393,3,145,0,10,2025-05-20
394,3,147,22,8,2025-05-23
395,3,148,45,30,2025-06-24
396,3,149,63,25,2025-06-18
397,3,150,67,30,2025-06-24
398,3,151,16,8,2025-06-29
399,3,152,59,25,2025-06-29
400,3,154,35,12,2025-06-07
401,3,155,21,10,2025-06-17
402,3,156,25,8,2025-05-31
403,3,157,0,12,2025-06-28
404,3,158,12,10,2025-05-22
405,3,159,12,10,2025-05-24
406,3,160,21,8,2025-05-29
407,3,162,32,15,2025-05-21
408,3,163,26,8,2025-06-27
409,3,164,58,20,2025-05-29
410,3,165,32,15,2025-06-30
411,3,166,97,25,2025-06-03
412,3,167,40,15,2025-06-28
413,3,168,105,25,2025-06-14
414,3,169,11,8,2025-06-28
415,3,170,27,8,2025-05-27
416,3,171,37,25,2025-06-11
417,3,172,19,8,2025-05-16
418,3,173,20,10,2025-06-27
419,3,174,21,12,2025-06-29
420,3,175,46,25,2025-06-18
421,3,176,26,15,2025-05-31
422,3,177,10,12,2025-05-21
423,3,178,19,10,2025-06-19
424,3,179,30,8,2025-06-29
425,3,181,87,25,2025-06-26
426,3,182,70,25,2025-06-29
427,3,183,0,30,2025-06-28
428,3,184,8,12,2025-06-22
429,3,185,48,20,2025-06-19
430,3,187,26,12,2025-06-06
431,3,188,21,8,2025-05-25
432,3,189,51,15,2025-06-27
433,3,191,15,12,2025-06-22
434,3,192,34,12,2025-06-28
435,3,194,45,15,2025-06-19
436,3,195,28,10,2025-06-03
437,3,196,42,20,2025-06-29
438,3,197,34,12,2025-05-30
439,3,198,33,25,2025-06-27
440,3,199,46,15,2025-06-27
441,3,202,27,10,2025-06-23
442,3,203,24,12,2025-06-26
443,3,204,27,10,2025-06-27
444,3,205,32,30,2025-06-29
445,3,206,13,8,2025-05-21
446,3,207,35,15,2025-05-30
447,3,208,67,30,2025-06-23
448,3,209,53,30,2025-06-22
449,3,210,66,25,2025-06-19
450,3,211,17,15,2025-06-22
451,3,212,50,20,2025-06-28
452,3,213,24,20,2025-06-11
453,3,214,0,15,2025-05-28
454,3,215,18,8,2025-06-21
455,3,216,12,12,2025-05-30
456,3,217,27,8,2025-06-24
457,3,218,87,30,2025-06-28
458,3,219,40,12,2025-06-29
459,3,220,44,25,2025-06-22
460,3,221,13,8,2025-06-28
461,3,222,72,20,2025-06-29
462,3,223,36,15,2025-05-23
463,3,224,13,15,2025-06-27
464,3,225,18,8,2025-06-28
465,3,226,22,8,2025-05-28
466,3,227,34,25,2025-06-08
467,3,228,21,12,2025-06-30
468,3,229,29,12,2025-05-20
469,3,230,70,25,2025-05-22
470,3,231,38,20,2025-06-27
471,3,232,29,10,2025-06-09
472,3,234,11,30,2025-06-05
473,3,236,90,30,2025-06-01
474,3,237,19,8,2025-06-28
475,3,239,47,15,2025-06-30
476,3,240,100,20,2025-05-25
477,3,241,24,8,2025-06-05
478,3,242,48,15,2025-05-21
479,3,243,69,20,2025-05-26
480,3,244,74,30,2025-06-30
481,3,245,31,15,2025-06-14
482,3,248,17,8,2025-06-10
483,3,249,19,12,2025-06-22
484,3,250,0,10,2025-06-25
485,3,251,88,30,2025-06-28
486,3,252,29,10,2025-05-31
487,3,253,14,10,2025-05-24
488,3,254,37,20,2025-06-20
489,3,255,20,8,2025-05-25
490,3,256,48,15,2025-06-06
491,3,257,45,25,2025-06-07
492,3,260,22,12,2025-06-28
493,3,261,34,25,2025-05-21
494,3,262,55,25,2025-06-27
495,3,264,50,20,2025-06-20
496,3,266,44,25,2025-06-01
497,3,267,11,10,2025-06-27
498,3,268,75,30,2025-06-26
499,3,269,43,30,2025-06-29
500,3,270,66,30,2025-06-30
501,3,271,64,30,2025-06-29
502,3,273,38,25,2025-06-13
503,3,275,48,25,2025-06-28
504,3,276,36,15,2025-06-29
505,3,277,55,20,2025-06-05
506,3,278,33,15,2025-06-01
507,3,279,64,25,2025-05-27
508,3,280,38,15,2025-06-30
509,3,281,79,25,2025-06-08
510,3,282,44,25,2025-06-21
511,3,283,51,20,2025-05-16
512,3,284,0,10,2025-05-29
513,3,285,73,30,2025-06-07
514,3,286,49,25,2025-05-18
515,3,287,20,12,2025-05-30
516,3,288,39,25,2025-06-09
517,3,289,0,25,2025-06-26
518,3,290,36,25,2025-06-01
519,3,291,76,20,2025-05-27
520,3,292,67,25,2025-06-20
521,3,293,63,25,2025-06-28
522,3,294,50,20,2025-06-28
523,3,295,25,8,2025-06-27
524,3,297,9,8,2025-06-12
525,3,299,41,20,2025-06-27
526,3,300,0,10,2025-06-21
527,3,301,34,15,2025-06-15
528,3,302,10,10,2025-05-24
529,3,303,49,15,2025-06-17
530,3,304,63,25,2025-06-18
531,3,305,69,30,2025-06-21
532,3,306,49,20,2025-06-27
533,3,307,29,15,2025-05-28
534,3,308,44,25,2025-06-09
535,3,309,15,10,2025-05-28
536,3,310,34,10,2025-06-25
537,3,311,33,25,2025-06-29
538,3,312,86,30,2025-06-29
539,3,314,62,20,2025-06-30
540,3,315,16,10,2025-06-24
541,3,317,31,12,2025-05-19
542,3,318,15,20,2025-06-04
543,3,319,21,8,2025-05-25
544,3,320,23,12,2025-06-14
545,3,321,23,12,2025-06-10
546,3,322,43,12,2025-06-27
547,3,323,22,15,2025-05-24
548,3,324,50,30,2025-06-30
549,3,325,0,10,2025-06-24
550,3,327,13,12,2025-05-27
551,3,328,28,10,2025-06-30
552,3,329,33,10,2025-05-26
553,3,330,27,20,2025-06-27
554,3,331,63,20,2025-06-28
555,3,332,25,15,2025-05-21
556,3,334,55,25,2025-06-05
557,3,335,54,15,2025-05-21
558,3,336,54,25,2025-06-17
559,3,337,37,20,2025-06-07
560,3,338,29,12,2025-06-25
561,3,339,21,20,2025-05-19
562,3,340,26,10,2025-05-21
563,3,343,39,25,2025-06-03
564,3,344,0,8,2025-06-16
565,3,345,17,8,2025-05-27
566,3,349,51,20,2025-06-21
567,3,350,87,25,2025-06-09
568,3,351,69,25,2025-06-13
569,3,352,18,10,2025-05-28
570,3,353,21,20,2025-06-28
571,3,354,20,8,2025-06-27
572,3,355,105,30,2025-06-03
573,3,357,54,25,2025-06-11
574,3,359,28,10,2025-06-30
575,3,360,75,30,2025-06-20
576,3,362,26,12,2025-06-10
577,3,363,51,25,2025-06-26
578,3,364,83,30,2025-06-28
579,3,365,57,30,2025-06-15
580,3,368,67,25,2025-06-26
581,3,369,77,30,2025-06-06
582,3,371,36,20,2025-06-27
583,3,372,52,15,2025-06-03
584,3,374,2,30,2025-05-26
585,3,375,66,30,2025-06-28
586,3,376,40,10,2025-05-16
587,3,377,25,10,2025-05-20
588,3,378,21,8,2025-05-30
589,3,379,105,30,2025-05-28
590,3,381,36,20,2025-06-30
591,3,382,13,12,2025-06-01
592,3,383,21,10,2025-06-18
593,3,385,40,20,2025-06-03
594,3,386,84,30,2025-06-21
595,3,387,26,10,2025-06-16
596,3,388,24,30,2025-05-25
597,3,389,27,15,2025-06-29
598,3,390,26,8,2025-06-29
599,3,391,18,12,2025-06-27
600,3,393,89,25,2025-06-30
601,3,394,12,8,2025-05-30
602,3,395,16,8,2025-06-20
603,3,396,97,25,2025-05-26
604,3,397,32,10,2025-06-03
605,3,398,64,30,2025-05-28
606,3,399,65,30,2025-06-23
607,3,400,66,25,2025-06-03
608,3,401,27,12,2025-06-12
609,3,403,67,25,2025-06-14
610,3,407,20,20,2025-06-15
611,3,408,33,15,2025-05-28
612,3,409,14,8,2025-06-18
613,3,410,56,25,2025-06-14
614,3,411,30,8,2025-05-25
615,3,412,68,20,2025-05-17
616,3,413,32,8,2025-05-31
617,3,416,26,8,2025-06-29
618,3,417,55,20,2025-05-25
619,3,418,34,15,2025-06-21
620,3,419,17,10,2025-06-27
621,3,420,83,25,2025-06-29
622,3,422,24,10,2025-06-17
623,3,423,37,15,2025-06-03
624,3,424,23,8,2025-06-11
625,3,425,64,25,2025-06-17
626,3,426,35,8,2025-06-03
627,3,427,9,8,2025-06-19
628,3,428,28,10,2025-06-19
629,3,429,31,20,2025-06-03
630,3,430,19,8,2025-06-24
631,3,431,69,25,2025-06-19
632,3,432,22,10,2025-06-27
633,3,433,37,10,2025-06-28
634,3,434,0,12,2025-06-29
635,3,435,23,10,2025-05-18
636,3,436,59,15,2025-06-28
637,3,437,64,20,2025-06-01
638,3,438,17,8,2025-05-16
639,3,439,66,30,2025-05-21
640,3,440,32,10,2025-05-19
641,3,441,12,20,2025-05-22
642,3,442,58,25,2025-05-17
643,3,443,27,12,2025-05-26
644,3,444,55,30,2025-06-20
645,3,445,15,10,2025-05-28
646,3,446,59,20,2025-06-28
647,3,448,18,8,2025-06-11
648,3,449,1,10,2025-06-25
649,3,450,36,15,2025-06-18
650,3,451,9,10,2025-06-25
651,3,452,0,8,2025-05-21
652,3,453,84,25,2025-06-13
653,3,454,73,25,2025-06-17
654,3,455,25,10,2025-06-14
655,3,457,52,25,2025-06-27
656,3,458,51,12,2025-05-21
657,3,459,43,15,2025-06-16
658,3,460,54,15,2025-06-02
659,3,461,38,25,2025-06-06
660,3,462,51,25,2025-06-19
661,3,463,23,8,2025-06-28
662,3,464,58,30,2025-06-06
663,3,465,65,25,2025-06-21
664,3,466,36,15,2025-06-06
665,3,467,17,8,2025-06-10
666,3,468,0,10,2025-06-27
667,3,469,23,12,2025-05-18
668,3,470,31,12,2025-05-27
669,3,471,26,12,2025-06-28
670,3,472,13,8,2025-06-27
671,3,473,31,20,2025-06-06
672,3,474,18,8,2025-06-14
673,3,475,58,30,2025-05-17
674,3,476,23,12,2025-06-25
675,3,477,6,8,2025-06-03
676,3,479,68,30,2025-06-17
677,3,480,44,15,2025-06-29
678,3,481,63,30,2025-06-30
679,3,482,40,10,2025-06-28
680,3,483,40,10,2025-06-29
681,3,484,4,10,2025-06-28
682,3,485,24,12,2025-06-27
683,3,486,31,20,2025-06-27
684,3,487,41,15,2025-06-30
685,3,488,57,25,2025-06-17
686,3,489,53,20,2025-06-28
687,3,490,19,10,2025-05-30
688,3,491,20,8,2025-06-05
689,3,492,86,30,2025-05-30
690,3,493,19,10,2025-06-05
691,3,494,16,8,2025-05-25
692,3,495,29,20,2025-06-15
693,3,496,67,30,2025-06-07
694,3,497,26,10,2025-06-04
695,3,498,35,30,2025-06-14
696,3,499,28,12,2025-06-08
697,3,500,0,10,2025-06-16
698,3,501,108,30,2025-06-30
699,3,502,86,30,2025-06-30
700,3,503,19,8,2025-05-31
701,3,504,29,12,2025-06-23
702,3,505,66,20,2025-05-25
703,3,506,44,12,2025-06-18
704,3,507,16,8,2025-05-18
705,3,508,25,12,2025-05-28
706,3,511,4,12,2025-06-24
707,3,512,31,12,2025-06-30
708,3,513,46,30,2025-06-27
709,3,514,30,15,2025-06-28
710,3,515,16,8,2025-06-29
711,3,518,14,10,2025-06-27
712,3,519,48,30,2025-06-09
713,3,520,31,15,2025-06-08
714,3,522,35,10,2025-06-29
715,3,523,20,12,2025-06-06
716,3,524,22,15,2025-06-03
717,3,525,34,15,2025-06-28
718,3,526,10,8,2025-05-17
719,3,527,0,10,2025-06-22
720,3,528,44,20,2025-05-28
721,3,529,0,15,2025-06-29
722,3,530,30,8,2025-06-29
723,3,531,37,25,2025-05-30
724,3,532,74,25,2025-06-27
725,3,533,10,20,2025-05-29
726,3,534,20,12,2025-06-30
727,3,535,50,20,2025-06-23
728,3,536,17,8,2025-05-23
729,3,537,84,30,2025-05-27
730,3,538,57,20,2025-06-08
731,3,539,12,8,2025-06-28
732,3,541,38,10,2025-05-30
733,3,542,14,8,2025-05-25
734,3,543,50,12,2025-06-21
735,3,544,90,30,2025-06-09
736,3,545,0,12,2025-05-29
737,3,546,14,8,2025-06-28
738,3,547,48,30,2025-06-27
739,3,549,32,20,2025-06-30
740,3,550,28,12,2025-06-27
741,3,551,23,8,2025-05-22
742,3,552,0,25,2025-06-28
743,3,553,34,15,2025-06-27
744,3,554,30,15,2025-05-25
745,3,555,33,20,2025-06-27
746,3,557,40,15,2025-05-28
747,3,558,18,10,2025-05-30
748,3,559,69,25,2025-06-27
749,3,560,39,30,2025-06-14
750,3,561,22,8,2025-06-20
751,3,562,29,8,2025-05-27
752,3,563,28,8,2025-06-03
753,3,565,24,10,2025-06-12
754,3,567,52,25,2025-06-03
755,3,568,80,20,2025-06-30
756,3,569,74,30,2025-06-13
757,3,570,41,12,2025-05-16
758,3,571,49,30,2025-05-25
759,3,574,18,8,2025-06-12
760,3,575,50,25,2025-06-30
761,3,576,21,8,2025-06-25
762,3,579,66,30,2025-05-24
763,3,580,69,25,2025-05-24
764,3,581,29,15,2025-06-30
765,3,582,28,25,2025-06-23
766,3,584,39,30,2025-06-17
767,3,586,45,25,2025-06-30
768,3,587,86,25,2025-05-20
769,3,588,22,8,2025-06-30
770,3,589,24,8,2025-06-30
771,3,590,19,12,2025-06-29
772,3,591,32,12,2025-06-09
773,3,592,39,12,2025-06-30
774,3,593,58,30,2025-06-20
775,3,594,26,20,2025-06-29
776,3,595,9,8,2025-06-20
777,3,596,29,8,2025-06-29
778,3,597,58,15,2025-06-27
779,3,598,0,30,2025-06-15
780,3,599,53,20,2025-05-28
781,3,600,29,25,2025-06-10
782,4,2,56,20,2025-05-31
783,4,4,34,15,2025-06-27
784,4,5,25,12,2025-06-11
785,4,7,44,12,2025-06-11
786,4,8,94,25,2025-06-29
787,4,9,70,25,2025-06-18
788,4,10,59,20,2025-05-23
789,4,11,16,10,2025-05-18
790,4,14,51,30,2025-06-16
791,4,18,22,8,2025-05-31
792,4,20,32,15,2025-06-30
793,4,21,62,25,2025-06-27
794,4,22,41,20,2025-06-08
795,4,24,33,25,2025-05-31
796,4,25,24,12,2025-05-16
797,4,26,15,10,2025-06-30
798,4,27,0,15,2025-06-27
799,4,29,47,25,2025-05-25
800,4,30,22,8,2025-06-09
801,4,32,0,30,2025-05-23
802,4,33,50,15,2025-05-28
803,4,35,50,12,2025-05-30
804,4,37,30,15,2025-05-30
805,4,38,41,25,2025-05-19
806,4,39,30,10,2025-06-12
807,4,40,21,12,2025-05-19
808,4,41,36,15,2025-06-29
809,4,42,77,20,2025-06-06
810,4,43,83,30,2025-06-04
811,4,45,66,25,2025-05-22
812,4,48,29,15,2025-06-27
813,4,49,30,8,2025-06-06
814,4,51,19,10,2025-06-21
815,4,52,21,8,2025-06-30
816,4,53,35,12,2025-05-17
817,4,55,78,20,2025-06-28
818,4,56,59,20,2025-06-19
819,4,57,81,25,2025-06-07
