id,enrollment_id,session_date,status,minutes_late
206,21,2024-03-25,present,0
207,21,2023-10-05,present,0
208,21,2024-05-20,present,0
209,21,2023-10-30,present,0
210,21,2023-09-25,present,0
211,22,2024-11-04,present,0
212,22,2024-12-02,present,0
213,22,2024-12-06,present,0
214,22,2025-04-23,present,0
215,22,2025-01-09,present,0
216,22,2025-02-19,present,0
217,22,2025-04-21,present,0
218,22,2025-01-27,present,0
219,22,2025-01-24,late,14
220,22,2024-12-16,present,0
221,23,2023-03-09,present,0
222,23,2023-03-30,present,0
223,23,2023-05-17,present,0
224,23,2023-01-16,present,0
225,23,2023-01-02,present,0
226,23,2023-05-11,present,0
227,23,2023-01-09,present,0
228,23,2023-05-25,present,0
229,23,2022-10-14,excused,0
230,23,2023-02-06,present,0
231,24,2023-04-17,present,0
232,24,2023-06-07,late,8
233,24,2023-05-08,present,0
234,24,2022-12-19,present,0
235,24,2023-03-09,present,0
236,24,2023-03-07,present,0
237,24,2023-06-19,present,0
238,24,2023-01-11,present,0
239,24,2023-05-03,present,0
240,24,2023-02-20,present,0
241,25,2023-06-19,present,0
242,25,2023-06-02,present,0
243,25,2023-01-09,present,0
244,25,2023-02-20,present,0
245,25,2023-03-07,present,0
246,25,2022-12-05,absent,0
247,25,2023-03-20,present,0
248,25,2022-09-13,present,0
249,25,2023-04-10,late,25
250,25,2022-12-28,present,0
251,26,2024-10-21,present,0
252,26,2025-01-28,present,0
253,26,2025-04-14,absent,0
254,26,2024-10-16,present,0
255,26,2025-05-01,present,0
256,26,2025-06-19,present,0
257,26,2025-02-18,present,0
258,26,2025-02-17,present,0
259,26,2025-03-13,present,0
260,26,2025-05-26,present,0
261,27,2023-04-25,present,0
262,27,2022-09-22,present,0
263,27,2022-11-24,present,0
264,27,2023-03-13,present,0
265,27,2023-06-05,present,0
266,27,2023-02-28,present,0
267,27,2023-01-03,present,0
268,27,2023-03-22,present,0
269,27,2022-12-05,present,0
270,27,2023-06-15,present,0
271,28,2023-02-10,present,0
272,28,2023-01-06,present,0
273,28,2022-09-22,late,35
274,28,2023-06-12,present,0
275,28,2022-12-21,absent,0
276,28,2022-10-19,present,0
277,28,2023-01-09,present,0
278,28,2022-09-22,present,0
279,28,2023-04-10,present,0
280,28,2022-10-03,absent,0
281,29,2025-05-07,present,0
282,29,2025-03-27,present,0
283,29,2024-12-30,present,0
284,29,2024-11-07,present,0
285,29,2025-06-02,present,0
286,29,2024-09-10,present,0
287,29,2024-10-16,present,0
288,29,2024-12-27,absent,0
289,29,2025-04-15,present,0
290,29,2025-01-13,present,0
291,30,2024-11-04,present,0
292,30,2025-02-25,late,14
293,30,2025-05-06,late,25
294,30,2025-05-19,present,0
295,30,2025-04-15,present,0
296,30,2024-10-14,present,0
297,30,2024-10-28,absent,0
298,30,2025-04-25,present,0
299,30,2024-11-25,absent,0
300,30,2025-05-13,present,0
301,31,2025-06-16,present,0
302,31,2025-05-12,present,0
303,31,2024-12-12,present,0
304,31,2024-10-28,present,0
305,31,2024-10-11,excused,0
306,31,2024-11-14,present,0
307,31,2024-09-20,absent,0
308,31,2025-04-14,present,0
309,31,2025-01-21,absent,0
310,31,2024-12-27,present,0
311,32,2023-10-04,present,0
312,32,2024-02-07,present,0
313,32,2024-06-10,present,0
314,32,2023-09-28,present,0
315,32,2024-01-29,present,0
316,32,2023-10-16,present,0
317,32,2024-01-17,present,0
318,32,2023-11-08,absent,0
319,32,2024-04-19,present,0
320,32,2023-12-27,present,0
321,33,2024-12-17,present,0
322,33,2024-11-18,present,0
323,33,2025-06-02,present,0
324,33,2024-11-19,present,0
325,33,2025-03-03,present,0
326,33,2024-12-11,present,0
327,33,2025-03-12,present,0
328,33,2025-05-26,present,0
329,33,2024-10-21,present,0
330,33,2025-04-24,present,0
331,34,2024-06-10,absent,0
332,34,2024-03-04,absent,0
333,34,2024-06-10,present,0
334,34,2023-12-25,present,0
335,34,2024-04-11,present,0
336,34,2023-12-05,present,0
337,34,2024-04-08,present,0
338,34,2024-01-03,present,0
339,34,2023-12-18,present,0
340,34,2024-05-24,present,0
341,35,2022-09-27,present,0
342,35,2022-09-21,present,0
343,35,2022-10-07,present,0
344,35,2022-12-01,present,0
345,35,2022-12-02,present,0
346,35,2023-02-15,present,0
347,35,2023-02-16,present,0
348,35,2022-10-31,absent,0
349,35,2023-05-25,present,0
350,35,2023-02-21,present,0
351,36,2024-12-24,present,0
352,36,2024-11-04,present,0
353,36,2025-01-03,excused,0
354,36,2024-10-09,excused,0
355,36,2024-12-02,absent,0
356,36,2024-09-23,present,0
357,36,2025-02-11,present,0
358,36,2025-06-18,present,0
359,36,2024-10-03,present,0
360,36,2025-03-07,present,0
361,37,2023-02-22,present,0
362,37,2023-02-06,present,0
363,37,2023-02-08,present,0
364,37,2023-06-12,present,0
365,37,2022-10-27,present,0
366,37,2023-02-15,present,0
367,37,2023-02-09,present,0
368,37,2022-12-08,present,0
369,37,2022-10-10,excused,0
370,37,2023-01-02,present,0
371,38,2024-10-14,present,0
372,38,2025-01-20,present,0
373,38,2025-05-26,present,0
374,38,2025-01-20,present,0
375,38,2025-03-21,present,0
376,38,2025-06-11,present,0
377,38,2024-12-23,present,0
378,38,2025-02-10,present,0
379,38,2024-10-21,present,0
380,38,2025-01-27,present,0
381,39,2024-11-28,present,0
382,39,2024-11-22,present,0
383,39,2025-02-10,present,0
384,39,2024-11-21,late,30
385,39,2024-11-25,present,0
386,39,2024-11-25,present,0
387,39,2025-02-24,present,0
388,39,2025-05-06,present,0
389,39,2024-12-13,present,0
390,39,2025-03-07,present,0
391,40,2024-06-11,absent,0
392,40,2024-04-17,present,0
393,40,2024-06-17,present,0
394,40,2024-02-02,present,0
395,40,2024-02-15,present,0
396,40,2023-09-26,present,0
397,40,2023-10-04,present,0
398,40,2024-06-11,present,0
399,40,2024-03-05,present,0
400,40,2023-10-09,excused,0
401,41,2023-02-13,present,0
402,41,2022-12-28,present,0
403,41,2022-11-07,present,0
404,41,2023-02-28,present,0
405,41,2022-09-16,present,0
406,41,2023-01-11,late,32
407,41,2022-11-01,present,0
408,41,2022-11-25,present,0
409,41,2022-09-13,present,0
410,41,2022-09-12,present,0
411,42,2024-10-28,present,0
412,42,2025-06-16,present,0
413,42,2024-11-04,present,0
414,42,2025-02-18,present,0
415,42,2025-05-16,late,28
416,42,2025-05-05,present,0
417,42,2025-04-30,present,0
418,42,2025-06-06,present,0
419,42,2024-09-16,present,0
420,42,2025-01-17,present,0
421,43,2025-06-03,present,0
422,43,2024-11-01,present,0
423,43,2025-03-03,present,0
424,43,2025-02-03,present,0
425,43,2025-02-18,present,0
426,43,2024-10-04,present,0
427,43,2024-09-23,late,20
428,43,2025-03-10,present,0
429,43,2024-11-27,present,0
430,43,2024-11-05,present,0
431,44,2025-01-20,present,0
432,44,2025-05-12,present,0
433,44,2024-09-20,absent,0
434,44,2024-10-28,absent,0
435,44,2025-04-04,present,0
436,44,2024-09-25,present,0
437,44,2025-04-07,present,0
438,44,2025-02-18,present,0
439,44,2024-10-28,late,28
440,44,2025-04-10,present,0
441,45,2024-12-30,present,0
442,45,2025-05-29,present,0
443,45,2024-11-11,present,0
444,45,2025-04-17,present,0
445,45,2025-03-11,present,0
446,45,2025-04-15,present,0
447,45,2025-01-24,present,0
448,45,2024-09-23,present,0
449,45,2024-10-21,present,0
450,45,2025-04-24,present,0
451,46,2023-02-20,present,0
452,46,2023-01-30,late,34
453,46,2023-04-06,present,0
454,46,2023-02-10,late,13
455,46,2023-03-27,present,0
456,46,2023-01-16,present,0
457,46,2023-02-01,present,0
458,46,2023-04-03,present,0
459,46,2023-05-08,present,0
460,46,2022-10-21,late,7
461,47,2024-11-06,absent,0
462,47,2025-04-09,excused,0
463,47,2024-11-18,present,0
464,47,2024-09-19,present,0
465,47,2025-05-23,excused,0
466,47,2025-03-28,late,13
467,47,2025-06-12,present,0
468,47,2025-03-04,late,25
469,47,2024-11-18,present,0
470,47,2025-01-24,present,0
471,48,2023-01-09,present,0
472,48,2023-01-16,present,0
473,48,2022-10-31,present,0
474,48,2022-12-19,present,0
475,48,2023-06-19,present,0
476,48,2023-05-24,present,0
477,48,2022-11-07,present,0
478,48,2023-04-03,present,0
479,48,2023-04-10,late,35
480,48,2023-03-27,present,0
481,49,2023-12-14,present,0
482,49,2023-10-09,present,0
483,49,2024-01-15,present,0
484,49,2023-09-26,present,0
485,49,2023-11-17,present,0
486,49,2024-05-06,present,0
487,49,2023-10-09,present,0
488,49,2024-03-08,present,0
489,49,2024-05-09,present,0
490,49,2024-01-29,present,0
491,50,2024-12-02,present,0
492,50,2025-06-13,present,0
493,50,2024-09-20,present,0
494,50,2024-10-24,present,0
495,50,2025-04-07,present,0
496,50,2024-12-23,present,0
497,50,2025-03-31,present,0
498,50,2024-10-07,present,0
499,50,2025-06-16,present,0
500,50,2024-10-21,present,0
501,51,2024-03-18,present,0
502,51,2023-12-19,present,0
503,51,2023-10-16,present,0
504,51,2024-06-12,present,0
505,51,2024-01-08,present,0
506,51,2023-12-15,late,5
507,51,2024-05-31,present,0
508,51,2023-12-11,late,21
509,51,2024-03-08,present,0
510,51,2023-11-13,present,0
511,52,2023-05-02,present,0
512,52,2022-10-28,present,0
513,52,2023-02-10,present,0
514,52,2022-10-24,present,0
515,52,2023-05-15,excused,0
516,52,2023-01-31,present,0
517,52,2023-05-25,present,0
518,52,2023-04-03,present,0
519,52,2022-10-26,present,0
520,52,2022-10-31,present,0
521,53,2022-12-20,present,0
522,53,2023-05-26,present,0
523,53,2022-12-13,present,0
524,53,2022-10-06,present,0
525,53,2023-02-27,present,0
526,53,2022-11-23,present,0
527,53,2023-02-13,present,0
528,53,2023-06-09,present,0
529,53,2022-10-03,present,0
530,53,2022-10-06,present,0
531,54,2025-02-24,present,0
532,54,2025-03-14,present,0
533,54,2025-06-05,present,0
534,54,2024-09-19,present,0
535,54,2024-12-10,present,0
536,54,2024-10-22,present,0
537,54,2025-02-10,present,0
538,54,2024-12-23,present,0
539,54,2024-11-01,present,0
540,54,2024-10-07,late,21
541,55,2025-04-21,present,0
542,55,2025-05-12,present,0
543,55,2024-11-13,present,0
544,55,2025-01-02,present,0
545,55,2025-03-24,present,0
546,55,2025-03-20,present,0
547,55,2025-04-25,late,30
548,55,2024-10-30,present,0
549,55,2025-03-24,absent,0
550,55,2025-02-03,present,0
551,56,2023-10-31,present,0
552,56,2023-09-29,present,0
553,56,2023-10-09,present,0
554,56,2024-04-01,present,0
555,56,2024-06-17,present,0
556,56,2024-04-29,present,0
557,56,2023-11-06,late,31
558,56,2023-09-25,present,0
559,56,2023-11-03,absent,0
560,56,2024-01-18,late,32
561,57,2025-04-02,present,0
562,57,2025-04-22,present,0
563,57,2025-02-18,present,0
564,57,2025-02-20,late,34
565,57,2024-11-18,present,0
566,57,2025-04-28,present,0
567,57,2024-11-27,present,0
568,57,2025-02-27,present,0
569,57,2025-06-02,present,0
570,57,2024-10-10,present,0
571,58,2025-02-13,present,0
572,58,2024-12-10,present,0
573,58,2024-09-11,present,0
574,58,2025-04-28,present,0
575,58,2024-10-07,present,0
576,58,2025-01-20,present,0
577,58,2025-01-01,present,0
578,58,2025-06-10,present,0
579,58,2025-03-10,present,0
580,58,2025-05-12,present,0
581,59,2024-09-13,present,0
582,59,2025-04-10,present,0
583,59,2025-05-22,present,0
584,59,2024-09-16,present,0
585,59,2025-01-20,present,0
586,59,2025-06-13,absent,0
587,59,2025-03-24,present,0
588,59,2025-01-31,present,0
589,59,2024-10-24,present,0
590,59,2024-11-21,present,0
591,60,2023-12-27,present,0
592,60,2023-10-02,present,0
593,60,2024-03-04,present,0
594,60,2024-03-14,present,0
595,60,2024-01-23,present,0
596,60,2023-09-14,present,0
597,60,2024-06-03,present,0
598,60,2024-03-19,late,5
599,60,2024-03-22,present,0
600,60,2023-09-12,present,0
601,61,2022-12-12,late,11
602,61,2023-05-30,late,5
603,61,2023-03-27,late,30
604,61,2022-10-13,present,0
605,61,2023-04-13,late,6
606,61,2023-02-01,present,0
607,61,2023-05-25,present,0
608,61,2022-10-03,present,0
609,61,2022-11-18,present,0
610,61,2023-01-09,late,33
611,62,2022-12-06,present,0
612,62,2023-03-08,present,0
613,62,2023-01-24,present,0
614,62,2022-09-19,present,0
615,62,2022-09-19,present,0
616,62,2022-09-20,late,16
617,62,2023-04-24,present,0
618,62,2022-10-12,excused,0
619,62,2023-03-10,present,0
620,62,2023-03-10,present,0
621,63,2024-12-24,present,0
622,63,2025-02-20,present,0
623,63,2025-05-26,present,0
624,63,2025-03-24,present,0
625,63,2024-12-06,present,0
626,63,2024-09-30,present,0
627,63,2024-10-04,present,0
628,63,2025-05-23,present,0
629,63,2025-06-20,present,0
630,63,2025-01-13,present,0
631,64,2024-04-01,present,0
632,64,2024-03-25,present,0
633,64,2023-12-21,present,0
634,64,2024-06-03,present,0
635,64,2024-04-11,present,0
636,64,2024-03-27,present,0
637,64,2024-04-08,present,0
638,64,2024-02-05,present,0
639,64,2024-04-15,present,0
640,64,2024-05-07,present,0
641,65,2023-02-01,present,0
642,65,2022-12-16,present,0
643,65,2022-11-14,present,0
644,65,2023-01-12,present,0
645,65,2023-03-22,present,0
646,65,2023-05-24,present,0
647,65,2023-02-17,present,0
648,65,2022-11-11,present,0
649,65,2023-06-13,present,0
650,65,2023-05-29,present,0
651,66,2025-02-19,present,0
652,66,2025-01-08,present,0
653,66,2024-10-28,present,0
654,66,2024-10-16,present,0
655,66,2025-06-18,present,0
656,66,2025-02-12,present,0
657,66,2024-12-02,present,0
658,66,2025-02-07,present,0
659,66,2025-01-08,present,0
660,66,2025-03-31,present,0
661,67,2023-01-25,present,0
662,67,2022-12-12,present,0
663,67,2022-09-26,present,0
664,67,2023-01-18,present,0
665,67,2022-09-19,present,0
666,67,2022-11-03,present,0
667,67,2022-10-03,present,0
668,67,2023-06-12,present,0
669,67,2023-04-05,late,30
670,67,2022-11-30,present,0
671,68,2024-12-23,present,0
672,68,2024-11-18,late,16
673,68,2024-09-16,present,0
674,68,2024-10-21,present,0
675,68,2024-10-07,present,0
676,68,2025-01-27,present,0
677,68,2024-11-11,present,0
678,68,2025-03-27,present,0
679,68,2025-04-28,late,16
680,68,2025-03-31,present,0
681,69,2022-10-27,present,0
682,69,2023-06-15,present,0
683,69,2023-06-05,present,0
684,69,2022-09-09,present,0
685,69,2022-12-23,present,0
686,69,2023-03-20,present,0
687,69,2023-02-06,present,0
688,69,2022-10-11,present,0
689,69,2022-11-23,present,0
690,69,2023-02-06,present,0
691,70,2023-10-31,present,0
692,70,2023-12-13,present,0
693,70,2023-10-23,present,0
694,70,2024-02-06,present,0
695,70,2024-06-12,present,0
696,70,2024-04-05,present,0
697,70,2023-11-15,present,0
698,70,2023-10-16,present,0
699,70,2024-03-25,present,0
700,70,2024-01-25,present,0
701,71,2024-03-21,present,0
702,71,2023-09-20,present,0
703,71,2024-04-12,present,0
704,71,2024-06-17,present,0
705,71,2023-11-22,present,0
706,71,2024-04-19,present,0
707,71,2024-02-26,late,25
708,71,2024-04-08,present,0
709,71,2023-09-13,present,0
710,71,2023-12-14,present,0
711,72,2025-01-02,present,0
712,72,2025-01-10,present,0
713,72,2025-01-27,present,0
714,72,2025-04-24,present,0
715,72,2025-04-24,present,0
716,72,2025-03-31,present,0
717,72,2024-10-28,present,0
718,72,2024-11-04,present,0
719,72,2025-01-16,present,0
720,72,2025-02-05,present,0
721,73,2024-09-16,present,0
722,73,2025-03-31,present,0
723,73,2024-10-02,present,0
724,73,2025-02-12,present,0
725,73,2024-12-24,present,0
726,73,2025-01-03,present,0
727,73,2025-04-28,present,0
728,73,2025-04-07,present,0
729,73,2024-10-07,present,0
730,73,2024-10-24,present,0
731,74,2024-01-16,present,0
732,74,2024-04-24,present,0
733,74,2023-09-20,present,0
734,74,2023-10-16,present,0
735,74,2023-12-27,present,0
736,74,2023-10-18,present,0
737,74,2023-12-14,present,0
738,74,2024-01-29,present,0
739,74,2024-03-19,present,0
740,74,2024-03-01,present,0
741,75,2023-02-28,present,0
742,75,2022-09-26,excused,0
743,75,2023-05-22,present,0
744,75,2023-05-29,present,0
745,75,2022-12-12,present,0
746,75,2023-05-03,present,0
747,75,2023-06-16,present,0
748,75,2022-11-29,present,0
749,75,2022-10-24,present,0
750,75,2023-01-04,present,0
751,76,2024-12-09,present,0
752,76,2024-10-31,present,0
753,76,2025-06-10,present,0
754,76,2025-03-11,present,0
755,76,2025-04-28,present,0
756,76,2024-10-30,present,0
757,76,2025-05-06,present,0
758,76,2025-05-16,present,0
759,76,2025-06-09,present,0
760,76,2025-01-23,present,0
761,77,2024-05-20,present,0
762,77,2024-02-26,present,0
763,77,2024-05-08,present,0
764,77,2023-12-21,present,0
765,77,2024-02-13,present,0
766,77,2024-03-13,present,0
767,77,2023-12-05,present,0
768,77,2024-02-05,present,0
769,77,2023-11-13,present,0
770,77,2024-05-28,present,0
771,78,2023-10-23,present,0
772,78,2024-06-17,present,0
773,78,2024-05-13,present,0
774,78,2023-12-11,present,0
775,78,2023-09-19,present,0
776,78,2023-10-24,present,0
777,78,2023-10-04,present,0
778,78,2024-01-10,present,0
779,78,2024-02-28,present,0
780,78,2023-12-18,present,0
781,79,2023-11-07,present,0
782,79,2024-05-15,present,0
783,79,2024-03-18,present,0
784,79,2024-05-29,present,0
785,79,2024-05-03,present,0
786,79,2023-10-02,present,0
787,79,2024-01-19,present,0
788,79,2023-09-21,present,0
789,79,2024-03-25,present,0
790,79,2023-10-02,present,0
791,80,2024-09-30,present,0
792,80,2025-03-31,present,0
793,80,2024-09-12,late,34
794,80,2024-10-16,present,0
795,80,2024-10-30,present,0
796,80,2025-06-19,present,0
797,80,2024-12-30,present,0
798,80,2025-06-18,present,0
799,80,2025-01-20,late,21
800,80,2024-10-17,present,0
801,81,2025-05-09,excused,0
802,81,2025-01-28,present,0
803,81,2024-11-01,present,0
804,81,2024-12-30,present,0
805,81,2025-01-27,present,0
806,81,2025-02-10,present,0
807,81,2025-04-08,present,0
808,81,2024-12-02,present,0
809,81,2025-05-13,present,0
810,81,2025-01-13,present,0
811,82,2023-06-05,present,0
812,82,2022-11-14,present,0
813,82,2023-03-03,present,0
814,82,2023-03-13,present,0
815,82,2023-05-03,absent,0
816,82,2023-06-12,present,0
817,82,2022-09-13,present,0
818,82,2023-03-27,present,0
819,82,2022-12-12,present,0
820,82,2023-05-12,present,0
821,83,2022-12-13,present,0
822,83,2022-12-09,present,0
823,83,2022-09-21,present,0
824,83,2023-04-04,present,0
825,83,2022-12-01,absent,0
826,83,2022-12-23,present,0
827,83,2022-11-01,present,0
828,83,2022-09-23,present,0
829,83,2023-02-21,present,0
830,83,2023-06-19,present,0
831,84,2024-10-01,late,11
832,84,2025-04-29,present,0
833,84,2025-01-28,present,0
834,84,2024-12-02,present,0
835,84,2024-09-26,present,0
836,84,2025-01-27,present,0
837,84,2025-04-28,late,31
838,84,2025-01-13,present,0
839,84,2024-09-18,present,0
840,84,2025-02-03,present,0
841,85,2022-11-21,present,0
842,85,2023-02-06,present,0
843,85,2023-02-13,present,0
844,85,2022-10-13,present,0
845,85,2023-02-02,present,0
846,85,2023-02-06,present,0
847,85,2022-11-16,present,0
848,85,2023-03-20,present,0
849,85,2022-09-12,present,0
850,85,2022-12-26,present,0
851,86,2025-04-25,present,0
852,86,2025-01-20,present,0
853,86,2025-01-20,present,0
854,86,2024-12-23,present,0
855,86,2025-06-18,present,0
856,86,2025-04-29,present,0
857,86,2025-06-11,present,0
858,86,2024-10-25,present,0
859,86,2025-06-20,present,0
860,86,2024-11-12,present,0
861,87,2024-09-20,present,0
862,87,2025-02-27,present,0
863,87,2024-10-31,excused,0
864,87,2024-11-14,present,0
865,87,2025-03-17,present,0
866,87,2025-04-18,present,0
867,87,2025-04-22,present,0
868,87,2025-03-20,present,0
869,87,2024-11-11,present,0
870,87,2025-04-14,excused,0
871,88,2022-12-07,present,0
872,88,2022-09-21,present,0
873,88,2023-04-10,present,0
874,88,2023-04-21,present,0
875,88,2023-05-08,late,19
876,88,2023-02-27,present,0
877,88,2023-02-06,present,0
878,88,2023-05-24,present,0
879,88,2022-10-10,present,0
880,88,2023-01-18,present,0
881,89,2023-09-14,present,0
882,89,2024-06-04,present,0
883,89,2024-02-19,late,34
884,89,2024-01-08,present,0
885,89,2023-12-20,present,0
886,89,2024-06-17,present,0
887,89,2023-09-18,present,0
888,89,2023-12-22,present,0
889,89,2024-01-04,present,0
890,89,2024-06-14,present,0
891,90,2023-06-06,present,0
892,90,2023-05-29,present,0
893,90,2023-05-05,present,0
894,90,2023-01-18,present,0
895,90,2023-03-14,present,0
896,90,2022-10-17,present,0
897,90,2023-03-20,present,0
898,90,2022-12-02,present,0
899,90,2023-05-15,present,0
900,90,2023-01-23,present,0
901,91,2023-02-27,present,0
902,91,2023-02-28,present,0
903,91,2022-11-28,present,0
904,91,2023-04-10,present,0
905,91,2023-05-31,late,34
906,91,2023-04-27,present,0
907,91,2022-12-05,present,0
908,91,2023-02-13,present,0
909,91,2023-02-06,present,0
910,91,2022-09-19,present,0
911,92,2023-03-07,present,0
912,92,2023-02-07,present,0
913,92,2023-02-03,present,0
914,92,2023-05-15,present,0
915,92,2023-05-24,present,0
916,92,2023-05-10,present,0
917,92,2023-04-03,present,0
918,92,2023-02-23,late,34
919,92,2023-04-24,present,0
920,92,2022-09-23,present,0
921,93,2024-11-04,present,0
922,93,2025-01-13,late,9
923,93,2025-05-23,present,0
924,93,2024-09-10,present,0
925,93,2025-01-16,present,0
926,93,2025-03-10,present,0
