id,student_id,course_id,enrolled_on,status,final_grade,grade_band,attendance_rate
54,18,158,2024-09-09,completed,5.60,Aprobado,1.00
55,19,280,2024-09-09,completed,6.22,Bien,0.90
56,19,51,2023-09-09,completed,6.61,Bien,0.90
57,20,136,2024-09-09,completed,6.57,Bien,1.00
58,20,26,2024-09-09,completed,5.95,Aprobado,1.00
59,21,240,2024-09-09,completed,6.08,Bien,0.90
60,21,24,2023-09-09,completed,6.80,Bien,1.00
61,22,270,2022-09-09,completed,4.95,Suspenso,1.00
62,23,13,2022-09-09,completed,8.31,Notable,0.90
63,23,196,2024-09-09,completed,5.00,Aprobado,1.00
64,23,215,2023-09-09,in_progress,,,1.00
65,24,3,2022-09-09,completed,8.19,Notable,1.00
66,24,193,2024-09-09,completed,7.65,Notable,1.00
67,25,260,2022-09-09,completed,5.98,Aprobado,1.00
68,25,56,2024-09-09,in_progress,,,1.00
69,25,39,2022-09-09,completed,7.90,Notable,1.00
70,25,12,2023-09-09,completed,8.15,Notable,1.00
71,26,228,2023-09-09,in_progress,,,1.00
72,27,139,2024-09-09,completed,7.40,Notable,1.00
73,27,201,2024-09-09,completed,7.16,Notable,1.00
74,27,190,2023-09-09,completed,7.14,Notable,1.00
75,29,67,2022-09-09,completed,6.50,Bien,0.90
76,29,81,2024-09-09,completed,7.46,Notable,1.00
77,29,30,2023-09-09,completed,6.02,Bien,1.00
78,30,246,2023-09-09,completed,6.19,Bien,1.00
79,30,199,2023-09-09,completed,7.86,Notable,1.00
80,30,239,2024-09-09,in_progress,,,1.00
81,32,129,2024-09-09,completed,4.40,Suspenso,0.90
82,32,141,2022-09-09,completed,6.51,Bien,0.90
83,32,255,2022-09-09,completed,6.70,Bien,0.90
84,33,191,2024-09-09,completed,6.98,Bien,1.00
85,33,182,2022-09-09,completed,5.92,Aprobado,1.00
86,33,197,2024-09-09,completed,6.83,Bien,1.00
87,33,8,2024-09-09,completed,6.58,Bien,0.80
88,35,254,2022-09-09,completed,7.55,Notable,1.00
89,35,152,2023-09-09,completed,8.35,Notable,1.00
90,35,299,2022-09-09,in_progress,,,1.00
91,35,49,2022-09-09,completed,5.93,Aprobado,1.00
92,36,104,2022-09-09,completed,7.28,Notable,1.00
93,36,211,2024-09-09,completed,8.31,Notable,1.00
94,36,166,2022-09-09,repeated,8.08,Notable,1.00
95,36,176,2023-09-09,completed,7.72,Notable,1.00
96,36,125,2022-09-09,completed,8.06,Notable,1.00
97,37,278,2023-09-09,completed,3.02,Suspenso,1.00
98,37,247,2022-09-09,completed,7.08,Notable,1.00
99,37,110,2024-09-09,in_progress,,,0.90
100,39,203,2023-09-09,completed,5.80,Aprobado,0.90
101,39,89,2023-09-09,completed,5.27,Aprobado,1.00
102,39,237,2024-09-09,completed,4.98,Suspenso,1.00
103,39,45,2023-09-09,completed,7.08,Notable,0.90
104,40,248,2023-09-09,completed,4.70,Suspenso,0.90
105,40,135,2023-09-09,in_progress,,,0.80
106,40,7,2023-09-09,completed,5.58,Aprobado,1.00
107,41,41,2022-09-09,completed,9.02,Sobresaliente,1.00
108,42,56,2024-09-09,in_progress,,,1.00
109,42,12,2023-09-09,completed,4.77,Suspenso,1.00
110,42,39,2022-09-09,completed,6.78,Bien,1.00
111,42,260,2022-09-09,completed,5.73,Aprobado,1.00
112,43,34,2022-09-09,completed,6.80,Bien,1.00
113,44,78,2024-09-09,completed,7.32,Notable,1.00
114,44,175,2022-09-09,completed,8.80,Notable,1.00
115,45,173,2023-09-09,completed,5.69,Aprobado,0.90
116,45,38,2023-09-09,completed,6.69,Bien,0.80
117,45,195,2022-09-09,in_progress,,,0.90
118,45,250,2022-09-09,completed,3.73,Suspenso,0.60
119,45,122,2022-09-09,completed,3.82,Suspenso,0.90
120,46,138,2024-09-09,completed,5.50,Aprobado,0.90
121,46,47,2022-09-09,completed,6.71,Bien,1.00
122,46,53,2024-09-09,completed,6.48,Bien,1.00
123,46,171,2024-09-09,repeated,6.20,Bien,1.00
124,47,112,2022-09-09,completed,4.99,Suspenso,0.70
125,47,72,2023-09-09,completed,5.48,Aprobado,0.90
126,48,49,2022-09-09,completed,7.51,Notable,1.00
127,48,299,2022-09-09,in_progress,,,1.00
128,48,91,2023-09-09,completed,7.04,Notable,1.00
129,48,254,2022-09-09,completed,5.89,Aprobado,1.00
130,49,257,2022-09-09,completed,6.47,Bien,0.90
131,49,52,2022-09-09,completed,2.69,Suspenso,0.70
132,50,270,2022-09-09,completed,7.36,Notable,0.90
133,51,90,2022-09-09,in_progress,,,0.90
134,51,229,2022-09-09,completed,3.41,Suspenso,0.90
135,52,12,2023-09-09,repeated,3.88,Suspenso,1.00
136,52,56,2024-09-09,completed,5.54,Aprobado,0.70
137,52,39,2022-09-09,completed,4.93,Suspenso,0.80
138,52,260,2022-09-09,repeated,4.74,Suspenso,0.80
139,53,45,2023-09-09,in_progress,,,0.90
140,53,237,2024-09-09,in_progress,,,1.00
141,53,203,2023-09-09,completed,6.86,Bien,1.00
142,53,89,2023-09-09,completed,5.60,Aprobado,0.90
143,54,202,2024-09-09,completed,7.08,Notable,0.80
144,54,150,2022-09-09,completed,8.26,Notable,1.00
145,54,227,2024-09-09,completed,7.22,Notable,1.00
146,55,159,2023-09-09,completed,7.20,Notable,0.90
147,55,291,2024-09-09,repeated,7.40,Notable,1.00
148,55,192,2022-09-09,completed,8.59,Notable,1.00
149,56,286,2024-09-09,withdrawn,6.83,Bien,1.00
150,56,223,2023-09-09,completed,7.58,Notable,1.00
151,56,55,2022-09-09,completed,5.30,Aprobado,1.00
152,57,62,2022-09-09,withdrawn,7.06,Notable,0.90
153,57,296,2024-09-09,completed,5.92,Aprobado,0.80
154,57,113,2022-09-09,completed,5.96,Aprobado,1.00
155,59,105,2024-09-09,completed,7.00,Notable,1.00
156,59,148,2023-09-09,completed,6.62,Bien,1.00
157,59,46,2024-09-09,completed,5.80,Aprobado,1.00
158,60,25,2023-09-09,completed,5.90,Aprobado,0.90
159,60,144,2024-09-09,in_progress,,,1.00
160,61,36,2023-09-09,completed,5.54,Aprobado,0.90
161,61,33,2024-09-09,completed,3.43,Suspenso,0.80
162,61,222,2024-09-09,withdrawn,4.30,Suspenso,0.90
163,62,116,2022-09-09,completed,7.36,Notable,1.00
164,62,36,2023-09-09,completed,9.31,Sobresaliente,1.00
165,62,22,2024-09-09,completed,7.93,Notable,1.00
166,63,140,2023-09-09,completed,6.40,Bien,1.00
167,63,214,2023-09-09,completed,9.16,Sobresaliente,1.00
168,63,275,2022-09-09,completed,8.93,Notable,1.00
169,64,35,2023-09-09,completed,7.89,Notable,1.00
170,64,235,2022-09-09,in_progress,,,1.00
171,64,136,2024-09-09,in_progress,,,1.00
172,64,26,2024-09-09,repeated,8.12,Notable,1.00
173,64,111,2022-09-09,completed,7.52,Notable,1.00
174,65,159,2023-09-09,completed,3.96,Suspenso,0.80
175,65,291,2024-09-09,completed,5.62,Aprobado,0.70
176,65,118,2024-09-09,completed,4.68,Suspenso,0.70
177,65,192,2022-09-09,completed,3.73,Suspenso,1.00
178,66,159,2023-09-09,completed,6.22,Bien,1.00
179,66,192,2022-09-09,completed,5.81,Aprobado,1.00
180,66,291,2024-09-09,completed,6.35,Bien,0.80
181,67,146,2024-09-09,completed,6.64,Bien,1.00
182,67,101,2022-09-09,in_progress,,,1.00
183,67,162,2024-09-09,completed,7.68,Notable,1.00
184,68,165,2024-09-09,completed,8.02,Notable,1.00
185,68,107,2024-09-09,completed,9.36,Sobresaliente,1.00
186,69,133,2023-09-09,completed,7.16,Notable,1.00
187,69,106,2024-09-09,completed,7.83,Notable,1.00
188,69,259,2023-09-09,completed,8.17,Notable,1.00
189,70,16,2022-09-09,in_progress,,,1.00
190,70,178,2022-09-09,in_progress,,,1.00
191,70,177,2024-09-09,in_progress,,,1.00
192,70,242,2022-09-09,completed,8.17,Notable,1.00
193,71,154,2024-09-09,completed,6.84,Bien,0.90
194,72,255,2022-09-09,in_progress,,,0.90
195,72,141,2022-09-09,in_progress,,,1.00
196,72,129,2024-09-09,completed,4.77,Suspenso,0.90
197,73,208,2023-09-09,completed,7.08,Notable,1.00
198,73,149,2024-09-09,withdrawn,7.58,Notable,1.00
199,74,10,2022-09-09,completed,6.73,Bien,0.90
200,74,238,2024-09-09,completed,6.34,Bien,0.90
201,74,220,2023-09-09,completed,5.70,Aprobado,1.00
202,75,198,2022-09-09,completed,6.63,Bien,0.90
203,75,230,2022-09-09,completed,6.31,Bien,0.90
204,76,11,2024-09-09,completed,9.13,Sobresaliente,1.00
205,76,240,2024-09-09,completed,6.74,Bien,1.00
206,76,24,2023-09-09,completed,7.61,Notable,1.00
207,76,102,2023-09-09,completed,7.45,Notable,1.00
208,77,131,2022-09-09,completed,6.22,Bien,1.00
209,77,40,2022-09-09,completed,8.68,Notable,1.00
210,78,190,2023-09-09,in_progress,,,0.70
211,78,262,2022-09-09,completed,4.52,Suspenso,0.80
212,78,180,2024-09-09,completed,4.38,Suspenso,0.90
213,79,216,2024-09-09,completed,6.06,Bien,0.60
214,79,268,2022-09-09,completed,6.38,Bien,1.00
215,79,124,2024-09-09,completed,5.02,Aprobado,0.70
216,79,117,2023-09-09,completed,4.01,Suspenso,1.00
217,80,78,2024-09-09,completed,6.08,Bien,1.00
218,80,175,2022-09-09,completed,5.34,Aprobado,1.00
219,80,88,2022-09-09,withdrawn,5.62,Aprobado,0.90
220,81,15,2023-09-09,in_progress,,,1.00
221,81,100,2024-09-09,completed,4.16,Suspenso,0.90
222,81,123,2024-09-09,completed,6.34,Bien,1.00
223,82,266,2023-09-09,completed,4.94,Suspenso,0.90
224,82,265,2022-09-09,completed,5.16,Aprobado,0.90
225,82,137,2022-09-09,withdrawn,6.81,Bien,1.00
226,84,231,2023-09-09,completed,6.19,Bien,1.00
227,84,300,2023-09-09,completed,6.68,Bien,0.80
228,85,74,2023-09-09,completed,6.42,Bien,0.90
229,85,224,2023-09-09,completed,5.70,Aprobado,1.00
230,85,236,2024-09-09,in_progress,,,1.00
231,85,31,2022-09-09,in_progress,,,1.00
232,85,186,2024-09-09,completed,5.78,Aprobado,1.00
233,86,14,2022-09-09,in_progress,,,0.70
234,86,66,2023-09-09,completed,6.80,Bien,0.90
235,86,29,2024-09-09,completed,6.69,Bien,1.00
236,88,78,2024-09-09,completed,7.60,Notable,1.00
237,88,175,2022-09-09,completed,4.60,Suspenso,1.00
238,89,78,2024-09-09,completed,8.51,Notable,1.00
239,89,88,2022-09-09,completed,8.33,Notable,1.00
240,89,175,2022-09-09,completed,6.98,Bien,1.00
241,90,242,2022-09-09,completed,8.87,Notable,1.00
242,90,178,2022-09-09,completed,7.80,Notable,1.00
243,90,177,2024-09-09,completed,7.41,Notable,1.00
244,90,16,2022-09-09,completed,7.55,Notable,1.00
245,91,164,2024-09-09,completed,6.69,Bien,1.00
246,91,9,2024-09-09,completed,5.70,Aprobado,1.00
247,91,281,2022-09-09,completed,6.81,Bien,1.00
248,92,199,2023-09-09,completed,7.14,Notable,1.00
249,92,239,2024-09-09,completed,7.62,Notable,1.00
250,92,246,2023-09-09,completed,7.57,Notable,1.00
251,93,39,2022-09-09,in_progress,,,1.00
252,93,260,2022-09-09,completed,8.28,Notable,1.00
253,93,12,2023-09-09,completed,6.52,Bien,1.00
254,94,162,2024-09-09,completed,4.54,Suspenso,0.90
255,94,101,2022-09-09,in_progress,,,0.80
256,95,78,2024-09-09,completed,5.88,Aprobado,1.00
257,95,88,2022-09-09,completed,8.66,Notable,1.00
258,95,175,2022-09-09,completed,6.91,Bien,1.00
259,96,48,2022-09-09,completed,5.04,Aprobado,0.90
260,96,163,2022-09-09,completed,7.22,Notable,1.00
261,96,128,2024-09-09,completed,6.75,Bien,1.00
262,97,158,2024-09-09,completed,7.25,Notable,1.00
263,97,293,2022-09-09,in_progress,,,1.00
264,98,17,2023-09-09,completed,3.08,Suspenso,0.90
265,98,80,2023-09-09,completed,6.09,Bien,1.00
266,99,220,2023-09-09,completed,7.63,Notable,1.00
267,99,10,2022-09-09,completed,7.40,Notable,0.90
268,100,276,2023-09-09,completed,8.23,Notable,1.00
269,100,258,2024-09-09,in_progress,,,1.00
270,100,58,2023-09-09,completed,7.13,Notable,1.00
271,100,280,2024-09-09,completed,7.93,Notable,1.00
272,100,28,2022-09-09,completed,8.31,Notable,1.00
273,101,275,2022-09-09,completed,7.48,Notable,1.00
274,101,214,2023-09-09,completed,6.18,Bien,1.00
275,101,140,2023-09-09,completed,5.34,Aprobado,1.00
276,102,120,2024-09-09,completed,7.54,Notable,1.00
277,102,61,2024-09-09,completed,6.12,Bien,1.00
278,102,77,2024-09-09,completed,6.47,Bien,0.90
279,102,43,2023-09-09,completed,7.59,Notable,1.00
280,103,29,2024-09-09,completed,6.35,Bien,0.80
281,103,66,2023-09-09,completed,6.15,Bien,0.70
282,103,127,2023-09-09,completed,4.88,Suspenso,1.00
283,103,14,2022-09-09,completed,5.50,Aprobado,0.90
284,104,82,2024-09-09,completed,4.70,Suspenso,1.00
285,104,186,2024-09-09,in_progress,,,1.00
286,104,31,2022-09-09,completed,5.82,Aprobado,1.00
287,104,74,2023-09-09,completed,8.96,Notable,1.00
288,104,98,2024-09-09,completed,4.63,Suspenso,1.00
289,105,33,2024-09-09,completed,8.83,Notable,0.90
290,105,222,2024-09-09,completed,4.94,Suspenso,0.90
291,105,116,2022-09-09,completed,6.52,Bien,0.90
292,105,22,2024-09-09,completed,8.20,Notable,1.00
293,106,24,2023-09-09,completed,5.19,Aprobado,1.00
294,106,11,2024-09-09,in_progress,,,1.00
295,106,240,2024-09-09,completed,7.76,Notable,0.90
296,107,198,2022-09-09,completed,6.08,Bien,1.00
297,107,230,2022-09-09,completed,6.36,Bien,0.90
298,108,246,2023-09-09,completed,6.78,Bien,0.90
299,108,239,2024-09-09,completed,6.32,Bien,1.00
300,108,199,2023-09-09,withdrawn,6.06,Bien,0.80
301,109,8,2024-09-09,completed,4.62,Suspenso,0.90
302,109,197,2024-09-09,completed,4.58,Suspenso,0.90
303,109,182,2022-09-09,completed,3.96,Suspenso,0.80
304,109,191,2024-09-09,completed,4.57,Suspenso,0.90
305,109,99,2023-09-09,completed,6.05,Bien,0.90
306,110,163,2022-09-09,completed,7.28,Notable,0.90
307,110,204,2023-09-09,withdrawn,6.70,Bien,1.00
308,110,128,2024-09-09,in_progress,,,1.00
309,110,297,2024-09-09,completed,6.35,Bien,1.00
310,110,48,2022-09-09,completed,6.14,Bien,1.00
311,111,86,2023-09-09,completed,5.46,Aprobado,0.80
312,111,251,2023-09-09,completed,5.19,Aprobado,0.80
313,111,290,2024-09-09,completed,4.30,Suspenso,0.90
314,112,231,2023-09-09,completed,6.88,Bien,0.90
315,112,300,2023-09-09,completed,6.58,Bien,0.70
316,113,235,2022-09-09,completed,3.04,Suspenso,0.90
317,113,95,2024-09-09,completed,6.17,Bien,0.90
318,113,111,2022-09-09,completed,5.50,Aprobado,0.90
319,113,35,2023-09-09,in_progress,,,0.90
320,113,136,2024-09-09,completed,4.05,Suspenso,0.90
321,114,284,2024-09-09,withdrawn,7.66,Notable,1.00
322,114,209,2022-09-09,completed,9.61,Sobresaliente,1.00
323,114,71,2022-09-09,completed,8.53,Notable,1.00
324,115,253,2022-09-09,in_progress,,,1.00
325,115,97,2022-09-09,in_progress,,,1.00
326,116,260,2022-09-09,in_progress,,,0.90
327,116,12,2023-09-09,completed,7.20,Notable,1.00
328,116,56,2024-09-09,completed,4.62,Suspenso,0.80
329,117,29,2024-09-09,completed,6.27,Bien,0.70
330,117,14,2022-09-09,completed,5.20,Aprobado,0.90
331,117,127,2023-09-09,completed,5.27,Aprobado,0.80
332,117,66,2023-09-09,completed,4.92,Suspenso,0.90
333,118,68,2022-09-09,completed,5.73,Aprobado,1.00
334,118,172,2024-09-09,completed,6.39,Bien,0.90
335,118,160,2024-09-09,completed,8.12,Notable,1.00
336,119,31,2022-09-09,completed,4.80,Suspenso,0.90
337,119,186,2024-09-09,completed,4.46,Suspenso,1.00
338,120,105,2024-09-09,completed,3.75,Suspenso,1.00
339,120,148,2023-09-09,completed,5.29,Aprobado,1.00
340,120,46,2024-09-09,completed,7.52,Notable,0.90
341,121,172,2024-09-09,completed,7.60,Notable,1.00
342,121,68,2022-09-09,completed,7.86,Notable,1.00
343,121,160,2024-09-09,in_progress,,,1.00
344,122,14,2022-09-09,completed,5.94,Aprobado,1.00
345,122,66,2023-09-09,completed,8.02,Notable,1.00
346,123,211,2024-09-09,completed,5.06,Aprobado,0.90
347,123,63,2023-09-09,completed,5.46,Aprobado,1.00
348,123,185,2023-09-09,completed,5.49,Aprobado,0.80
349,123,125,2022-09-09,completed,5.66,Aprobado,1.00
350,124,223,2023-09-09,completed,6.83,Bien,1.00
351,124,183,2024-09-09,completed,6.67,Bien,1.00
352,125,214,2023-09-09,completed,8.04,Notable,1.00
353,125,275,2022-09-09,completed,6.08,Bien,1.00
354,125,140,2023-09-09,completed,7.69,Notable,0.90
355,126,103,2024-09-09,completed,5.31,Aprobado,0.80
356,126,83,2022-09-09,completed,5.47,Aprobado,0.80
357,126,219,2024-09-09,in_progress,,,1.00
358,127,278,2023-09-09,completed,6.21,Bien,1.00
359,127,247,2022-09-09,in_progress,,,1.00
360,128,171,2024-09-09,completed,5.94,Aprobado,0.90
361,128,53,2024-09-09,completed,5.94,Aprobado,1.00
362,129,173,2023-09-09,completed,5.36,Aprobado,1.00
363,129,250,2022-09-09,repeated,4.53,Suspenso,0.80
364,129,59,2024-09-09,completed,5.62,Aprobado,0.90
365,129,122,2022-09-09,completed,4.65,Suspenso,1.00
366,130,53,2024-09-09,completed,4.75,Suspenso,0.80
367,130,171,2024-09-09,completed,2.89,Suspenso,0.80
368,130,138,2024-09-09,completed,1.32,Suspenso,0.70
369,130,47,2022-09-09,in_progress,,,0.60
370,131,67,2022-09-09,repeated,7.41,Notable,1.00
371,131,81,2024-09-09,completed,5.08,Aprobado,0.90
372,132,231,2023-09-09,completed,5.93,Aprobado,0.90
373,132,300,2023-09-09,completed,6.90,Bien,0.90
374,133,123,2024-09-09,in_progress,,,1.00
375,133,100,2024-09-09,completed,5.66,Aprobado,0.70
376,133,15,2023-09-09,completed,5.28,Aprobado,0.90
377,134,111,2022-09-09,completed,7.35,Notable,1.00
378,134,261,2023-09-09,completed,8.90,Notable,1.00
379,134,235,2022-09-09,completed,8.25,Notable,1.00
380,135,294,2022-09-09,completed,5.94,Aprobado,0.80
381,135,108,2022-09-09,completed,5.87,Aprobado,0.90
382,135,244,2023-09-09,in_progress,,,1.00
383,135,217,2022-09-09,completed,4.01,Suspenso,0.70
384,136,187,2024-09-09,completed,7.68,Notable,1.00
385,136,219,2024-09-09,completed,6.99,Bien,1.00
386,136,83,2022-09-09,completed,5.50,Aprobado,1.00
387,136,32,2024-09-09,completed,4.16,Suspenso,1.00
388,136,103,2024-09-09,completed,5.71,Aprobado,1.00
389,137,171,2024-09-09,completed,9.40,Sobresaliente,1.00
390,137,47,2022-09-09,completed,8.03,Notable,1.00
391,137,53,2024-09-09,completed,6.88,Bien,1.00
392,137,138,2024-09-09,completed,6.86,Bien,1.00
393,138,152,2023-09-09,completed,5.17,Aprobado,1.00
394,138,49,2022-09-09,completed,3.46,Suspenso,0.90
395,138,91,2023-09-09,completed,5.54,Aprobado,0.80
396,138,254,2022-09-09,completed,6.50,Bien,0.90
397,138,299,2022-09-09,completed,4.80,Suspenso,0.60
398,139,244,2023-09-09,completed,5.69,Aprobado,0.60
399,139,108,2022-09-09,completed,4.82,Suspenso,0.90
400,139,294,2022-09-09,completed,5.38,Aprobado,0.70
401,139,217,2022-09-09,completed,5.97,Aprobado,0.90
402,140,3,2022-09-09,in_progress,,,0.90
403,140,54,2023-09-09,in_progress,,,0.70
404,140,193,2024-09-09,completed,6.00,Bien,0.80
405,140,55,2022-09-09,completed,5.90,Aprobado,0.80
406,142,267,2022-09-09,in_progress,,,1.00
407,142,167,2022-09-09,completed,5.96,Aprobado,0.90
408,143,50,2024-09-09,completed,5.56,Aprobado,0.90
409,144,163,2022-09-09,completed,6.54,Bien,1.00
410,144,128,2024-09-09,completed,6.85,Bien,0.90
411,144,48,2022-09-09,completed,5.65,Aprobado,1.00
412,144,204,2023-09-09,completed,7.78,Notable,1.00
413,145,240,2024-09-09,completed,7.34,Notable,1.00
414,145,102,2023-09-09,completed,4.84,Suspenso,0.90
415,145,24,2023-09-09,completed,5.79,Aprobado,1.00
416,146,277,2023-09-09,completed,6.12,Bien,0.90
417,146,174,2022-09-09,completed,6.92,Bien,0.90
418,146,87,2023-09-09,completed,6.86,Bien,1.00
419,146,132,2022-09-09,completed,6.38,Bien,0.90
420,147,56,2024-09-09,completed,7.34,Notable,1.00
421,147,39,2022-09-09,completed,7.89,Notable,1.00
422,148,238,2024-09-09,completed,5.54,Aprobado,0.80
423,148,10,2022-09-09,completed,5.10,Aprobado,0.90
424,148,220,2023-09-09,completed,6.37,Bien,0.90
425,149,79,2022-09-09,completed,5.37,Aprobado,0.60
426,150,52,2022-09-09,completed,6.04,Bien,0.90
427,150,257,2022-09-09,completed,6.04,Bien,0.90
428,151,155,2023-09-09,withdrawn,9.09,Sobresaliente,1.00
429,151,143,2022-09-09,repeated,8.25,Notable,1.00
430,151,234,2022-09-09,completed,8.37,Notable,1.00
431,152,287,2022-09-09,completed,6.19,Bien,1.00
432,152,225,2023-09-09,completed,5.26,Aprobado,1.00
433,152,142,2024-09-09,completed,6.94,Bien,1.00
434,153,13,2022-09-09,completed,5.69,Aprobado,1.00
435,153,215,2023-09-09,completed,5.72,Aprobado,1.00
436,153,196,2024-09-09,completed,7.42,Notable,1.00
437,154,171,2024-09-09,repeated,5.85,Aprobado,1.00
438,154,53,2024-09-09,completed,5.47,Aprobado,0.90
439,154,138,2024-09-09,completed,5.52,Aprobado,1.00
440,154,47,2022-09-09,completed,5.58,Aprobado,1.00
441,155,151,2023-09-09,completed,7.03,Notable,0.80
442,155,232,2024-09-09,completed,5.79,Aprobado,0.90
443,156,77,2024-09-09,completed,4.20,Suspenso,0.90
444,156,61,2024-09-09,completed,5.97,Aprobado,0.90
445,156,43,2023-09-09,completed,4.46,Suspenso,0.70
446,156,120,2024-09-09,completed,7.37,Notable,0.90
447,157,200,2023-09-09,completed,4.08,Suspenso,0.90
448,157,27,2022-09-09,completed,5.81,Aprobado,0.80
449,158,246,2023-09-09,completed,9.34,Sobresaliente,1.00
450,158,199,2023-09-09,completed,7.70,Notable,1.00
451,158,239,2024-09-09,withdrawn,8.03,Notable,1.00
452,159,161,2024-09-09,completed,7.88,Notable,1.00
453,159,18,2022-09-09,completed,4.90,Suspenso,1.00
454,160,32,2024-09-09,completed,7.80,Notable,1.00
455,160,20,2022-09-09,completed,8.05,Notable,1.00
456,160,187,2024-09-09,completed,7.74,Notable,1.00
457,161,248,2023-09-09,in_progress,,,0.90
458,161,212,2023-09-09,completed,6.79,Bien,1.00
459,161,115,2022-09-09,in_progress,,,1.00
460,162,214,2023-09-09,completed,6.96,Bien,0.80
461,162,140,2023-09-09,completed,4.11,Suspenso,1.00
462,162,275,2022-09-09,completed,4.94,Suspenso,1.00
463,163,157,2022-09-09,completed,5.42,Aprobado,1.00
464,163,126,2022-09-09,completed,3.96,Suspenso,0.80
465,164,72,2023-09-09,completed,4.54,Suspenso,0.90
466,164,112,2022-09-09,completed,5.82,Aprobado,0.90
467,165,262,2022-09-09,completed,8.00,Notable,1.00
468,165,201,2024-09-09,in_progress,,,1.00
469,165,190,2023-09-09,completed,6.07,Bien,1.00
470,165,273,2024-09-09,repeated,8.74,Notable,1.00
471,166,53,2024-09-09,completed,4.60,Suspenso,0.80
472,166,47,2022-09-09,completed,5.69,Aprobado,1.00
473,166,171,2024-09-09,withdrawn,5.67,Aprobado,1.00
474,166,138,2024-09-09,completed,3.29,Suspenso,0.70
475,167,90,2022-09-09,in_progress,,,0.90
476,167,144,2024-09-09,completed,6.24,Bien,1.00
477,167,94,2023-09-09,completed,4.60,Suspenso,0.90
478,167,264,2023-09-09,completed,5.26,Aprobado,1.00
479,168,152,2023-09-09,in_progress,,,0.70
480,168,254,2022-09-09,completed,4.49,Suspenso,0.90
481,168,91,2023-09-09,completed,5.01,Aprobado,0.80
482,168,299,2022-09-09,in_progress,,,0.80
483,168,49,2022-09-09,completed,6.42,Bien,0.70
484,169,128,2024-09-09,completed,7.82,Notable,1.00
485,169,297,2024-09-09,completed,6.00,Bien,1.00
486,169,163,2022-09-09,completed,3.69,Suspenso,0.90
487,171,221,2023-09-09,in_progress,,,1.00
488,171,93,2024-09-09,completed,7.14,Notable,0.70
489,171,245,2023-09-09,completed,6.10,Bien,0.90
490,171,249,2023-09-09,completed,5.68,Aprobado,1.00
